member_name,member_start_date,member_end_date,political_party,administrative_region,gender,name
ανουσακη ευαγγελου ελενη-ηλεκτρα,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female,eleni-ilektra_anousaki
ανουσακη ευαγγελου ελενη-ηλεκτρα,2002-12-31,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female,eleni-ilektra_anousaki
μακρη κωνσταντινου ραχηλ,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,κοζανης,female,raxil_makri
μακρη κωνσταντινου ραχηλ,2014-10-16,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,κοζανης,female,raxil_makri
μακρη κωνσταντινου ραχηλ,2014-10-07,2014-10-15,ανεξαρτητοι (εκτος κομματος),κοζανης,female,raxil_makri
μακρη κωνσταντινου ραχηλ,2012-06-17,2014-10-06,ανεξαρτητοι ελληνες - πανος καμμενος,κοζανης,female,raxil_makri
μακρη κωνσταντινου ραχηλ,2015-08-21,2015-08-28,λαικη ενοτητα,κοζανης,female,raxil_makri
μακρη κωνσταντινου ραχηλ,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,κοζανης,female,raxil_makri
μακρη μιχαηλ ζωη (ζεττα),2000-04-09,2004-02-11,νεα δημοκρατια,μαγνησιας,female,zoi_makri
μακρη μιχαηλ ζωη (ζεττα),2004-03-07,2007-08-18,νεα δημοκρατια,μαγνησιας,female,zoi_makri
μακρη μιχαηλ ζωη (ζεττα),2013-04-01,2014-12-31,νεα δημοκρατια,μαγνησιας,female,zoi_makri
μακρη μιχαηλ ζωη (ζεττα),2019-07-07,2023-04-22,νεα δημοκρατια,μαγνησιας,female,zoi_makri
μακρη μιχαηλ ζωη (ζεττα),2023-05-21,2023-05-29,νεα δημοκρατια,μαγνησιας,female,zoi_makri
μακρη μιχαηλ ζωη (ζεττα),2023-06-25,2023-11-13,νεα δημοκρατια,μαγνησιας,female,zoi_makri
μακρυπιδης διονυσιου ανδρεας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male,andreas_makrupidis
μακρυπιδης διονυσιου ανδρεας,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male,andreas_makrupidis
μακρυπιδης διονυσιου ανδρεας,2009-05-08,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male,andreas_makrupidis
μακρυπιδης διονυσιου ανδρεας,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας,male,andreas_makrupidis
μαλαμα ιωαννη κυριακη,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης,female,kuriaki_malama
μαλαμα ιωαννη κυριακη,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,χαλκιδικης,female,kuriaki_malama
μαλαμα ιωαννη κυριακη,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,χαλκιδικης,female,kuriaki_malama
μαλεσιος νικολαου ευαγγελος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male,euaggelos_malesios
μαλεσιος νικολαου ευαγγελος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male,euaggelos_malesios
μαλεσιος νικολαου ευαγγελος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων,male,euaggelos_malesios
μαλτεζος φωτεινου μενελαος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,εβρου,male,menelaos_maltezos
μαμουλακης αντωνιου χαραλαμπος (χαρης),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male,xaralampos_mamoulakis
μαμουλακης αντωνιου χαραλαμπος (χαρης),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ηρακλειου,male,xaralampos_mamoulakis
μαμουλακης αντωνιου χαραλαμπος (χαρης),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ηρακλειου,male,xaralampos_mamoulakis
αντωνακοπουλος γεωργιου παναγιωτης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,panagiotis_antonakopoulos
αντωνακοπουλος γεωργιου παναγιωτης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,panagiotis_antonakopoulos
αντωνακοπουλος γεωργιου παναγιωτης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,panagiotis_antonakopoulos
μανδρεκα παναγιωτη ασπασια,2012-05-06,2012-05-19,νεα δημοκρατια,φωκιδας,female,aspasia_mandreka
μανδρεκα παναγιωτη ασπασια,2012-06-17,2014-12-31,νεα δημοκρατια,φωκιδας,female,aspasia_mandreka
μανη-παπαδημητριου ευαγγελου αννα,2012-06-17,2014-12-31,νεα δημοκρατια,πιεριας,female,anna_mani-papadimitriou
μανη-παπαδημητριου ευαγγελου αννα,2019-07-07,2023-04-22,νεα δημοκρατια,πιεριας,female,anna_mani-papadimitriou
μανη-παπαδημητριου ευαγγελου αννα,2023-05-21,2023-05-29,νεα δημοκρατια,πιεριας,female,anna_mani-papadimitriou
μανη-παπαδημητριου ευαγγελου αννα,2023-06-25,2023-11-13,νεα δημοκρατια,πιεριας,female,anna_mani-papadimitriou
μανιατης αναστασιου ιωαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,ioannis_maniatis
μανιατης αναστασιου ιωαννης,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,ioannis_maniatis
μανιατης αναστασιου ιωαννης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,ioannis_maniatis
μανιατης αναστασιου ιωαννης,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,ioannis_maniatis
μανιατης αναστασιου ιωαννης,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,αργολιδος,male,ioannis_maniatis
μανιατης αναστασιου ιωαννης,2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),αργολιδος,male,ioannis_maniatis
μανικας αναστασιου στεφανος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,stefanos_manikas
μανικας αναστασιου στεφανος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,male,stefanos_manikas
μανιος εμμανουηλ νικολαος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,nikolaos_manios
μανιος εμμανουηλ νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κυκλαδων,male,nikolaos_manios
μανος αλεξανδρου στεφανος,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων,male,stefanos_manos
μανος αλεξανδρου στεφανος,1989-11-05,1990-03-12,νεα δημοκρατια,α' αθηνων,male,stefanos_manos
μανος αλεξανδρου στεφανος,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων,male,stefanos_manos
μανος αλεξανδρου στεφανος,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων,male,stefanos_manos
μανος αλεξανδρου στεφανος,1996-09-22,2000-03-14,νεα δημοκρατια,α' αθηνων,male,stefanos_manos
μανος αλεξανδρου στεφανος,2000-04-09,2004-02-11,νεα δημοκρατια,α' αθηνων,male,stefanos_manos
μανος αλεξανδρου στεφανος,2004-04-16,2007-08-18,ανεξαρτητοι (εκτος κομματος),επικρατειας,male,stefanos_manos
μανος αλεξανδρου στεφανος,2004-03-07,2004-04-15,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,stefanos_manos
μανουσος εμμανουηλ γεωργιος,2023-09-07,2023-11-13,σπαρτιατες,β2' δυτικου τομεα αθηνων,male,georgios_manousos
μανουσος εμμανουηλ γεωργιος,2023-09-05,2023-09-06,σπαρτιατες,β2' δυτικου τομεα αθηνων,male,georgios_manousos
μανουσος εμμανουηλ γεωργιος,2023-06-25,2023-09-04,σπαρτιατες,β2' δυτικου τομεα αθηνων,male,georgios_manousos
μανουσου-μπινοπουλου χρηστου αριαδνη,2004-03-26,2007-08-18,νεα δημοκρατια,κυκλαδων,female,ariadni_manousou-mpinopoulou
μανουσου-μπινοπουλου χρηστου αριαδνη,2007-09-16,2009-09-07,νεα δημοκρατια,κυκλαδων,female,ariadni_manousou-mpinopoulou
μαντας κωνσταντινου χρηστος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,male,xristos_mantas
μαντας κωνσταντινου χρηστος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,male,xristos_mantas
μαντας κωνσταντινου χρηστος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,male,xristos_mantas
μαντας κωνσταντινου χρηστος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ιωαννινων,male,xristos_mantas
αντωνακου αγγελου σταυρουλα,2015-01-25,2015-08-28,το ποταμι,α' πειραιως,female,stauroula_antonakou
μαντας παντελη περικλης,2019-07-07,2023-04-22,νεα δημοκρατια,μεσσηνιας,male,periklis_mantas
μαντας παντελη περικλης,2023-06-25,2023-11-13,νεα δημοκρατια,μεσσηνιας,male,periklis_mantas
μαντατζη μουχαμερ τσετιν,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ξανθης,male,tsetin_mantatzi
μαντατζη μουχαμερ τσετιν,2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),ξανθης,male,tsetin_mantatzi
μαντατζη μουχαμερ τσετιν,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,ξανθης,male,tsetin_mantatzi
μαντελης χαραλαμπους αναστασιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,male,anastasios_mantelis
μαντελης χαραλαμπους αναστασιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,anastasios_mantelis
μαντζος σωτηριου δημητριος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,επικρατειας,male,dimitrios_mantzos
μαντζος σωτηριου δημητριος,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,επικρατειας,male,dimitrios_mantzos
μαντουβαλος σταυρου πετρος,2000-04-09,2004-02-11,νεα δημοκρατια,α' πειραιως,male,petros_mantoubalos
