member_name,member_start_date,member_end_date,political_party,administrative_region,gender,name
κεδικογλου συμεων βασιλειος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,basileios_kedikoglou
κεδικογλου συμεων βασιλειος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,basileios_kedikoglou
κεδικογλου συμεων βασιλειος,1992-07-29,1993-09-11,ανεξαρτητοι (εκτος κομματος),ευβοιας,male,basileios_kedikoglou
κεδικογλου συμεων βασιλειος,1990-04-08,1992-07-28,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,basileios_kedikoglou
κεδικογλου συμεων βασιλειος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,basileios_kedikoglou
κεδικογλου συμεων βασιλειος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,basileios_kedikoglou
κεδικογλου συμεων βασιλειος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ευβοιας,male,basileios_kedikoglou
κελετσης δημητριου σταυρος,2004-03-07,2007-08-18,νεα δημοκρατια,εβρου,male,stauros_keletsis
κελετσης δημητριου σταυρος,2007-09-16,2009-09-07,νεα δημοκρατια,εβρου,male,stauros_keletsis
κελετσης δημητριου σταυρος,2019-07-07,2023-04-22,νεα δημοκρατια,εβρου,male,stauros_keletsis
κελετσης δημητριου σταυρος,2023-05-21,2023-05-29,νεα δημοκρατια,εβρου,male,stauros_keletsis
κελετσης δημητριου σταυρος,2023-06-25,2023-11-13,νεα δημοκρατια,εβρου,male,stauros_keletsis
αμπατιελος γερασιμου νικολαος,2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,α' πειραιως,male,nikolaos_ampatielos
αμπατιελος γερασιμου νικολαος,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,α' πειραιως,male,nikolaos_ampatielos
κελλας αχιλλεα χρηστος,2012-05-06,2012-05-19,νεα δημοκρατια,λαρισας,male,xristos_kellas
κελλας αχιλλεα χρηστος,2012-06-17,2014-12-31,νεα δημοκρατια,λαρισας,male,xristos_kellas
κελλας αχιλλεα χρηστος,2015-01-25,2015-08-28,νεα δημοκρατια,λαρισας,male,xristos_kellas
κελλας αχιλλεα χρηστος,2015-09-20,2019-06-11,νεα δημοκρατια,λαρισας,male,xristos_kellas
κελλας αχιλλεα χρηστος,2019-07-07,2023-04-22,νεα δημοκρατια,λαρισας,male,xristos_kellas
κελλας αχιλλεα χρηστος,2023-05-21,2023-05-29,νεα δημοκρατια,λαρισας,male,xristos_kellas
κελλας αχιλλεα χρηστος,2023-06-25,2023-11-13,νεα δημοκρατια,λαρισας,male,xristos_kellas
κεραμεως κωνσταντινου νικη,2015-01-25,2015-08-28,νεα δημοκρατια,επικρατειας,female,niki_kerameos
κεραμεως κωνσταντινου νικη,2015-09-20,2019-06-11,νεα δημοκρατια,επικρατειας,female,niki_kerameos
κεραμεως κωνσταντινου νικη,2019-07-07,2023-04-22,νεα δημοκρατια,β1' βορειου τομεα αθηνων,female,niki_kerameos
κεραμεως κωνσταντινου νικη,2023-05-21,2023-05-29,νεα δημοκρατια,β1' βορειου τομεα αθηνων,female,niki_kerameos
κεραμεως κωνσταντινου νικη,2023-06-25,2023-11-13,νεα δημοκρατια,β1' βορειου τομεα αθηνων,female,niki_kerameos
κεφαλα ηλια γεωργια (τζωρτζια),2023-06-25,2023-11-13,πλευσης ελευθερια - ζωη κωνσταντοπουλου,β2' δυτικου τομεα αθηνων,female,georgia_kefala
κεφαλα στεφανου μαρια-αλεξανδρα,2019-07-07,2023-04-22,νεα δημοκρατια,ιωαννινων,female,maria-alexandra_kefala
κεφαλα στεφανου μαρια-αλεξανδρα,2023-06-25,2023-11-13,νεα δημοκρατια,ιωαννινων,female,maria-alexandra_kefala
κεφαλιδου δημητριου χαρουλα (χαρα),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,δραμας,female,xaroula_kefalidou
κεφαλιδου δημητριου χαρουλα (χαρα),2015-09-20,2019-06-11,δημοκρατικη συμπαραταξη (πανελληνιο σοσιαλιστικο κινημα - δημοκρατικη αριστερα),δραμας,female,xaroula_kefalidou
κεφαλιδου δημητριου χαρουλα (χαρα),2019-07-07,2023-04-22,κινημα αλλαγης,δραμας,female,xaroula_kefalidou
κεφαλογιαννη ιωαννη ολγα,2007-09-16,2009-09-07,νεα δημοκρατια,ρεθυμνης,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2009-10-04,2012-04-11,νεα δημοκρατια,ρεθυμνης,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2012-06-17,2014-12-31,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2015-01-25,2015-08-28,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2015-09-20,2019-06-11,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2019-07-07,2023-04-22,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2023-05-21,2023-05-29,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννη ιωαννη ολγα,2023-06-25,2023-11-13,νεα δημοκρατια,α' αθηνων,female,olga_kefalogianni
κεφαλογιαννης αχιλλεα ιωαννης,2012-06-17,2014-12-31,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης αχιλλεα ιωαννης,2015-01-25,2015-08-28,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης αχιλλεα ιωαννης,2015-09-20,2019-06-11,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης αχιλλεα ιωαννης,2019-07-07,2023-04-22,ανεξαρτητοι (εκτος κομματος),ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης αχιλλεα ιωαννης,2023-05-21,2023-05-29,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης αχιλλεα ιωαννης,2023-06-25,2023-11-13,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης βασιλειου εμμανουηλ,1989-01-01,1989-06-02,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης βασιλειου εμμανουηλ,1989-06-18,1989-10-12,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης βασιλειου εμμανουηλ,1989-11-05,1990-03-12,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης βασιλειου κωνσταντινος,2023-05-21,2023-05-29,νεα δημοκρατια,ηρακλειου,male,konstantinos_kefalogiannis
κεφαλογιαννης βασιλειου κωνσταντινος,2023-06-25,2023-11-13,νεα δημοκρατια,ηρακλειου,male,konstantinos_kefalogiannis
αμυρας στυλιανου γεωργιος,2015-01-25,2015-08-28,το ποταμι,β' αθηνων,male,georgios_amuras
αμυρας στυλιανου γεωργιος,2019-01-21,2019-04-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων,male,georgios_amuras
αμυρας στυλιανου γεωργιος,2015-09-20,2019-01-20,το ποταμι,β' αθηνων,male,georgios_amuras
αμυρας στυλιανου γεωργιος,2019-07-07,2023-04-22,νεα δημοκρατια,ιωαννινων,male,georgios_amuras
κεφαλογιαννης κωνσταντινου εμμανουηλ,1990-04-08,1993-09-11,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,1993-10-10,1996-08-24,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,1996-09-22,2000-03-14,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2000-04-09,2004-02-11,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2004-03-07,2007-08-18,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2007-09-16,2009-09-07,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2012-03-16,2012-04-11,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2012-02-12,2012-03-15,ανεξαρτητοι (εκτος κομματος),ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2009-10-04,2012-02-11,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2012-05-06,2012-05-19,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου εμμανουηλ,2012-06-17,2014-05-02,νεα δημοκρατια,ηρακλειου,male,emmanouil_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,1989-06-18,1989-10-12,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,1990-04-08,1993-09-11,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,1993-10-10,1996-08-24,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,1996-09-22,2000-03-14,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,2000-04-09,2004-02-11,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κεφαλογιαννης κωνσταντινου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,ρεθυμνης,male,ioannis_kefalogiannis
κικιλιας παναγιωτη βασιλειος,2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κικιλιας παναγιωτη βασιλειος,2012-06-17,2014-12-31,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κικιλιας παναγιωτη βασιλειος,2015-01-25,2015-08-28,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κικιλιας παναγιωτη βασιλειος,2015-09-20,2019-06-11,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κικιλιας παναγιωτη βασιλειος,2019-07-07,2023-04-22,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κικιλιας παναγιωτη βασιλειος,2023-05-21,2023-05-29,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κικιλιας παναγιωτη βασιλειος,2023-06-25,2023-11-13,νεα δημοκρατια,α' αθηνων,male,basileios_kikilias
κιλτιδης βασιλειoυ κωνσταντινος,2000-04-09,2004-02-11,νεα δημοκρατια,κιλκις,male,konstantinos_kiltidis
κιλτιδης βασιλειoυ κωνσταντινος,2004-03-07,2007-08-18,νεα δημοκρατια,κιλκις,male,konstantinos_kiltidis
κιλτιδης βασιλειoυ κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,κιλκις,male,konstantinos_kiltidis
κιλτιδης βασιλειoυ κωνσταντινος,2011-08-19,2012-04-11,λαικος ορθοδοξος συναγερμος,κιλκις,male,konstantinos_kiltidis
κιλτιδης βασιλειoυ κωνσταντινος,2010-06-14,2011-08-18,ανεξαρτητοι (εκτος κομματος),κιλκις,male,konstantinos_kiltidis
κιλτιδης βασιλειoυ κωνσταντινος,2009-10-04,2010-06-13,νεα δημοκρατια,κιλκις,male,konstantinos_kiltidis
κιρκος κωνσταντινου γεωργιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,georgios_kirkos
κιρκος κωνσταντινου γεωργιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,georgios_kirkos
κιρκος κωνσταντινου γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male,georgios_kirkos
κλαυδιανου γεωργιου μαρια,2012-02-12,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου,female,maria_klaudianou
κλειτος ιωαννη νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,σερρων,male,nikolaos_kleitos
κλειτος ιωαννη νικολαος,1989-06-18,1989-10-12,νεα δημοκρατια,σερρων,male,nikolaos_kleitos
κλειτος ιωαννη νικολαος,1989-11-05,1990-03-12,νεα δημοκρατια,σερρων,male,nikolaos_kleitos
κλειτος ιωαννη νικολαος,1990-04-08,1993-09-08,νεα δημοκρατια,σερρων,male,nikolaos_kleitos
κλειτσιωτης χρηστου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,καβαλας,male,konstantinos_kleitsiotis
κοδελας παναγιωτη δημητριος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αργολιδος,male,dimitrios_kodelas
κοδελας παναγιωτη δημητριος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αργολιδος,male,dimitrios_kodelas
κοδελας παναγιωτη δημητριος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αργολιδος,male,dimitrios_kodelas
κοζομπολη-αμανατιδη γεωργιου παναγιωτα,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,μεσσηνιας,female,panagiota_kozompoli-amanatidi
κοζομπολη-αμανατιδη γεωργιου παναγιωτα,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,μεσσηνιας,female,panagiota_kozompoli-amanatidi
αναγνωστακης θεοδωρου δημητριος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,ευβοιας,male,dimitrios_anagnostakis
αναγνωστακης θεοδωρου δημητριος,2012-06-17,2014-12-31,δημοκρατικη αριστερα,ευβοιας,male,dimitrios_anagnostakis
κοκκαλης κωνσταντινου βασιλειος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,λαρισας,male,basileios_kokkalis
κοκκαλης κωνσταντινου βασιλειος,2019-01-14,2019-06-11,ανεξαρτητοι (εκτος κομματος),λαρισας,male,basileios_kokkalis
κοκκαλης κωνσταντινου βασιλειος,2015-09-20,2019-01-13,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,λαρισας,male,basileios_kokkalis
κοκκαλης κωνσταντινου βασιλειος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,male,basileios_kokkalis
κοκκαλης κωνσταντινου βασιλειος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,λαρισας,male,basileios_kokkalis
κοκκαλης κωνσταντινου βασιλειος,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,λαρισας,male,basileios_kokkalis
κολιοπανος ιωαννη θεοδωρος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,theodoros_koliopanos
κολιοπανος ιωαννη θεοδωρος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,theodoros_koliopanos
κολιοπανος ιωαννη θεοδωρος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,theodoros_koliopanos
κολιοπανος ιωαννη θεοδωρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αρτας,male,theodoros_koliopanos
κολλια-τσαρουχα ευστρατιου μαρια,2000-04-09,2004-02-11,νεα δημοκρατια,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2004-03-07,2007-08-18,νεα δημοκρατια,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2007-09-16,2009-09-07,νεα δημοκρατια,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2009-10-04,2012-02-11,νεα δημοκρατια,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),σερρων,female,maria_kollia-tsarouxa
κολλια-τσαρουχα ευστρατιου μαρια,2015-09-20,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,σερρων,female,maria_kollia-tsarouxa
κολλια σταματιου βασιλικη (βασω),2023-05-21,2023-05-29,νεα δημοκρατια,α' ανατολικης αττικης,female,basiliki_kollia
κολλιας ταξιαρχου κωνσταντινος,2007-09-16,2009-09-07,νεα δημοκρατια,κορινθιας,male,konstantinos_kollias
κολλιας ταξιαρχου κωνσταντινος,2009-10-04,2012-04-11,νεα δημοκρατια,κορινθιας,male,konstantinos_kollias
κολλιας ταξιαρχου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,κορινθιας,male,konstantinos_kollias
κολλιας ταξιαρχου κωνσταντινος,2021-07-01,2023-04-22,νεα δημοκρατια,κορινθιας,male,konstantinos_kollias
κολοζωφ ορεστη ορεστης,1993-10-10,1996-08-24,κομμουνιστικο κομμα ελλαδας,α' αθηνων,male,orestis_kolozof
κολοζωφ ορεστη ορεστης,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,orestis_kolozof
κολοζωφ ορεστη ορεστης,2000-04-09,2004-02-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,orestis_kolozof
κολοζωφ ορεστη ορεστης,2004-03-07,2007-08-18,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male,orestis_kolozof
κολοκοτρωνης χρηστου αγγελος,2009-10-04,2012-04-11,λαικος ορθοδοξος συναγερμος,α' θεσσαλονικης,male,aggelos_kolokotronis
κομνηνακα αποστολου μαρια,2019-07-07,2023-04-22,κομμουνιστικο κομμα ελλαδας,λεσβου,female,maria_komninaka
κομνηνακα αποστολου μαρια,2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,λεσβου,female,maria_komninaka
αναγνωστοπουλος γεωργιου θεοδωρος,1989-01-01,1989-06-02,νεα δημοκρατια,καρδιτσας,male,theodoros_anagnostopoulos
αναγνωστοπουλος γεωργιου θεοδωρος,1989-06-18,1989-10-12,νεα δημοκρατια,καρδιτσας,male,theodoros_anagnostopoulos
αναγνωστοπουλος γεωργιου θεοδωρος,1989-11-05,1990-03-12,νεα δημοκρατια,καρδιτσας,male,theodoros_anagnostopoulos
αναγνωστοπουλος γεωργιου θεοδωρος,1990-04-08,1993-09-11,νεα δημοκρατια,καρδιτσας,male,theodoros_anagnostopoulos
αναγνωστοπουλος γεωργιου θεοδωρος,1993-10-10,1996-08-24,νεα δημοκρατια,καρδιτσας,male,theodoros_anagnostopoulos
αναγνωστοπουλος γεωργιου θεοδωρος,2000-04-09,2004-02-11,νεα δημοκρατια,καρδιτσας,male,theodoros_anagnostopoulos
κονσολας νικια εμμανουηλ,2012-05-06,2012-05-19,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονσολας νικια εμμανουηλ,2012-06-17,2014-12-31,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονσολας νικια εμμανουηλ,2015-01-25,2015-08-28,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονσολας νικια εμμανουηλ,2015-09-20,2019-06-11,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονσολας νικια εμμανουηλ,2019-07-07,2023-04-22,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονσολας νικια εμμανουηλ,2023-05-21,2023-05-29,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονσολας νικια εμμανουηλ,2023-06-25,2023-11-13,νεα δημοκρατια,δωδεκανησου,male,emmanouil_konsolas
κονταξης δημητριου αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,αρτας,male,athanasios_kontaxis
κονταξης δημητριου αθανασιος,1993-10-10,1996-08-24,νεα δημοκρατια,αρτας,male,athanasios_kontaxis
κονταξης δημητριου αθανασιος,1996-09-22,2000-03-14,νεα δημοκρατια,αρτας,male,athanasios_kontaxis
κοντης νικολαου ιωαννης,2023-09-07,2023-11-13,σπαρτιατες,α' θεσσαλονικης,male,ioannis_kontis
κοντης νικολαου ιωαννης,2023-09-01,2023-09-06,σπαρτιατες,α' θεσσαλονικης,male,ioannis_kontis
κοντης νικολαου ιωαννης,2023-06-25,2023-08-31,σπαρτιατες,α' θεσσαλονικης,male,ioannis_kontis
κοντογεωργος αθανασιου κωνσταντινος,2012-05-06,2012-05-19,νεα δημοκρατια,ευρυτανιας,male,konstantinos_kontogeorgos
κοντογεωργος αθανασιου κωνσταντινος,2012-06-17,2014-12-31,νεα δημοκρατια,ευρυτανιας,male,konstantinos_kontogeorgos
κοντογεωργος αθανασιου κωνσταντινος,2015-09-20,2019-06-11,νεα δημοκρατια,ευρυτανιας,male,konstantinos_kontogeorgos
κοντογεωργος αθανασιου κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,ευρυτανιας,male,konstantinos_kontogeorgos
κοντογιαννης δημητριου γεωργιος,2004-03-07,2007-08-18,νεα δημοκρατια,ηλειας,male,georgios_kontogiannis
κοντογιαννης δημητριου γεωργιος,2007-09-16,2009-09-07,νεα δημοκρατια,ηλειας,male,georgios_kontogiannis
κοντογιαννης δημητριου γεωργιος,2010-11-24,2012-04-11,ανεξαρτητοι (εκτος κομματος),ηλειας,male,georgios_kontogiannis
κοντογιαννης δημητριου γεωργιος,2009-10-04,2010-11-23,νεα δημοκρατια,ηλειας,male,georgios_kontogiannis
κοντογιαννης δημητριου γεωργιος,2012-06-17,2014-12-31,νεα δημοκρατια,ηλειας,male,georgios_kontogiannis
κοντογιαννιδης χρηστου παυλος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,β' αθηνων,male,paulos_kontogiannidis
κοντογιαννοπουλος νικολαου βασιλειος,1989-01-01,1989-06-02,νεα δημοκρατια,ηλειας,male,basileios_kontogiannopoulos
κοντογιαννοπουλος νικολαου βασιλειος,1989-06-18,1989-10-12,νεα δημοκρατια,ηλειας,male,basileios_kontogiannopoulos
κοντογιαννοπουλος νικολαου βασιλειος,1989-11-05,1990-03-12,νεα δημοκρατια,ηλειας,male,basileios_kontogiannopoulos
κοντογιαννοπουλος νικολαου βασιλειος,1990-04-08,1993-09-11,νεα δημοκρατια,ηλειας,male,basileios_kontogiannopoulos
κοντογιαννοπουλος νικολαου βασιλειος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male,basileios_kontogiannopoulos
κοντογιαννοπουλος νικολαου βασιλειος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male,basileios_kontogiannopoulos
αναγνωστοπουλος δημητριου νικολαος,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων,male,nikolaos_anagnostopoulos
αναγνωστοπουλος δημητριου νικολαος,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,male,nikolaos_anagnostopoulos
κοντομαρης σπυριδωνος ευτυχιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male,eutuxios_kontomaris
κοντομαρης σπυριδωνος ευτυχιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male,eutuxios_kontomaris
κοντονης νικολαου χαραλαμπος-σταυρος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ζακυνθου,male,xaralampos-stauros_kontonis
κοντονης νικολαου χαραλαμπος-σταυρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ζακυνθου,male,xaralampos-stauros_kontonis
κοντονης νικολαου χαραλαμπος-σταυρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ζακυνθου,male,xaralampos-stauros_kontonis
κοντος ευστρατιου αλεξανδρος,2000-04-09,2004-02-11,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντος ευστρατιου αλεξανδρος,2004-03-07,2007-08-18,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντος ευστρατιου αλεξανδρος,2007-09-16,2009-09-07,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντος ευστρατιου αλεξανδρος,2009-10-04,2012-04-11,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντος ευστρατιου αλεξανδρος,2012-05-06,2012-05-19,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντος ευστρατιου αλεξανδρος,2012-06-17,2014-12-31,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντος ευστρατιου αλεξανδρος,2015-01-25,2015-08-28,νεα δημοκρατια,ξανθης,male,alexandros_kontos
κοντοτολη γεωργιου μαρινα,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,τρικαλων,female,marina_kontotoli
κοντοτολη γεωργιου μαρινα,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,τρικαλων,female,marina_kontotoli
κοντου ανδρεα μαρω,1999-07-29,2000-03-14,νεα δημοκρατια,α' αθηνων,female,maro_kontou
κοντου ανδρεα μαρω,2000-04-09,2004-02-11,νεα δημοκρατια,α' αθηνων,female,maro_kontou
κοντου ανδρεα μαρω,2006-12-22,2007-08-18,νεα δημοκρατια,α' αθηνων,female,maro_kontou
κοραντης αντωνιου ιωαννης,2009-10-04,2012-04-11,λαικος ορθοδοξος συναγερμος,επικρατειας,male,ioannis_korantis
κορκα-κωνστα αντωνιου αθηνα,2004-03-18,2007-08-18,νεα δημοκρατια,κορινθιας,female,athina_korka-konsta
κορκα-κωνστα αντωνιου αθηνα,2007-09-16,2009-09-07,νεα δημοκρατια,κορινθιας,female,athina_korka-konsta
κορκολοπουλος διονυσιου βασιλειος,1993-10-10,1996-08-24,νεα δημοκρατια,ηλειας,male,basileios_korkolopoulos
