member_name,role,role_start_date,role_end_date,gender,name
νικολαος τοσκας,υφυπουργος εθνικης αμυνας,27/01/2015,27/08/2015,male,nikolaos_toskas
νικολαος τοσκας,αναπληρωτης υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male,nikolaos_toskas
νικολαος τοσκας,αναπληρωτης υπουργος εσωτερικων,05/11/2016,03/08/2018,male,nikolaos_toskas
νικολαος τσιαρτσιωνης,υπουργος μακεδονιας-θρακης,10/03/2004,15/02/2006,male,nikolaos_tsiartsionis
νικολαος φαρμακης,υφυπουργος υγειας και προνοιας,15/09/1995,22/01/1996,male,nikolaos_farmakis
νικολαος φαρμακης,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,08/07/1994,15/09/1995,male,nikolaos_farmakis
νικολαος φαρμακης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,22/01/1996,25/09/1996,male,nikolaos_farmakis
νικολαος φαρμακης,υφυπουργος υγειας και προνοιας,30/10/1998,13/04/2000,male,nikolaos_farmakis
νικολαος φαρμακης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,25/09/1996,30/10/1998,male,nikolaos_farmakis
νικολαος φαρμακης,υφυπουργος οικονομιας και οικονομικων,07/07/2003,10/03/2004,male,nikolaos_farmakis
νικολαος φαρμακης,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,13/04/2000,24/10/2001,male,nikolaos_farmakis
νικολαος φιλης,υπουργος παιδειας ερευνας και θρησκευματων,23/09/2015,05/11/2016,male,nikolaos_filis
νικολαος χαρδαλιας,υφυπουργος προστασιας του πολιτη,15/03/2020,31/08/2021,male,nikolaos_xardalias
νικολαος χαρδαλιας,υφυπουργος εθνικης αμυνας,31/08/2021,26/05/2023,male,nikolaos_xardalias
νικολαος χουντης,αναπληρωτης υπουργος εξωτερικων,27/01/2015,18/07/2015,male,nikolaos_xountis
νικολαος χριστοδουλακης,υφυπουργος οικονομικων,25/09/1996,13/04/2000,male,nikolaos_xristodoulakis
νικολαος χριστοδουλακης,υπουργος εθνικης οικονομιας και οικονομικων,24/10/2001,10/03/2004,male,nikolaos_xristodoulakis
νικολαος χριστοδουλακης,υπουργος αναπτυξης,13/04/2000,24/10/2001,male,nikolaos_xristodoulakis
νικολαος χριστοδουλακης,υπουργος οικονομιας υποδομων ναυτιλιας και τουρισμου,28/08/2015,21/09/2015,male,nikolaos_xristodoulakis
νικολαος-γεωργιος δενδιας,υπουργος δικαιοσυνης,08/01/2009,07/10/2009,male,nikolaos-georgios_dendias
νικολαος-γεωργιος δενδιας,υπουργος δημοσιας ταξης και προστασιας του πολιτη,21/06/2012,10/06/2014,male,nikolaos-georgios_dendias
νικολαος-γεωργιος δενδιας,υπουργος εθνικης αμυνας,03/11/2014,27/01/2015,male,nikolaos-georgios_dendias
νικολαος-γεωργιος δενδιας,υπουργος αναπτυξης και ανταγωνιστικοτητας,10/06/2014,03/11/2014,male,nikolaos-georgios_dendias
νικολαος-γεωργιος δενδιας,υπουργος εξωτερικων,09/07/2019,26/05/2023,male,nikolaos-georgios_dendias
νικολαος-λεανδρος λιναρδατος,υφυπουργος προεδριας της κυβερνησης,03/07/1989,12/10/1989,male,nikolaos-leandros_linardatos
νικολαος-λεανδρος λιναρδατος,υφυπουργος στον πρωθυπουργο,08/08/1991,07/08/1992,male,nikolaos-leandros_linardatos
νικολαος-μιχαηλ αλιβιζατος,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,13/02/2004,10/03/2004,male,nikolaos-mixail_alibizatos
νικολαος-φωτιος χατζημιχαλης,υφυπουργος γεωργιας,13/04/2000,10/03/2004,male,nikolaos-fotios_xatzimixalis
ξενοφων ζολωτας,πρωθυπουργος,23/11/1989,11/04/1990,male,xenofon_zolotas
ξενοφων-ροδολφος μορωνης,υπουργος επικρατειας,24/08/2007,19/09/2007,male,xenofon-rodolfos_moronis
ξενοφων-ροδολφος μορωνης,υφυπουργος στον πρωθυπουργο,28/08/2015,21/09/2015,male,xenofon-rodolfos_moronis
οδυσσεας κωνσταντινοπουλος,υφυπουργος αναπτυξης και ανταγωνιστικοτητας,10/06/2014,27/01/2015,male,odusseas_konstantinopoulos
ολγα γεροβασιλη,υφυπουργος στον πρωθυπουργο,18/07/2015,27/08/2015,female,olga_gerobasili
ολγα γεροβασιλη,υπουργος προστασιας του πολιτη,29/08/2018,09/07/2019,female,olga_gerobasili
ολγα γεροβασιλη,υφυπουργος στον πρωθυπουργο,23/09/2015,05/11/2016,female,olga_gerobasili
ολγα γεροβασιλη,υπουργος διοικητικης ανασυγκροτησης,05/11/2016,29/08/2018,female,olga_gerobasili
ολγα κεφαλογιαννη,υπουργος τουρισμου,21/06/2012,27/01/2015,female,olga_kefalogianni
ολγα-ναντια βαλαβανη,αναπληρωτης υπουργος οικονομικων,27/01/2015,18/07/2015,female,olga-nantia_balabani
ολυμπια τελιγιοριδου,υφυπουργος αγροτικης αναπτυξης και τροφιμων,29/08/2018,09/07/2019,female,olumpia_teligioridou
ουρανια αντωνοπουλου,αναπληρωτης υπουργος εργασιας και κοινωνικης αλληλεγγυης,27/01/2015,27/08/2015,female,ourania_antonopoulou
ουρανια αντωνοπουλου,αναπληρωτης υπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,23/09/2015,26/02/2018,female,ourania_antonopoulou
παναγιωτης δελημητσος,υφυπουργος μεταφορων και επικοινωνιων,03/12/1992,13/10/1993,male,panagiotis_delimitsos
παναγιωτης δελημητσος,υφυπουργος οικονομικων,11/04/1990,08/08/1991,male,panagiotis_delimitsos
παναγιωτης θεοδωρικακος,υπουργος προστασιας του πολιτη,31/08/2021,26/05/2023,male,panagiotis_theodorikakos
παναγιωτης θεοδωρικακος,υπουργος εσωτερικων,09/07/2019,05/01/2021,male,panagiotis_theodorikakos
παναγιωτης καμμενος,υφυπουργος εμπορικης ναυτιλιας αιγαιου και νησιωτικης πολιτικης,19/09/2007,07/10/2009,male,panagiotis_kammenos
παναγιωτης καμμενος,υπουργος εθνικης αμυνας,27/01/2015,27/08/2015,male,panagiotis_kammenos
παναγιωτης καμμενος,υπουργος εθνικης αμυνας,23/09/2015,14/01/2019,male,panagiotis_kammenos
παναγιωτης καραμπελας,υφυπουργος εθνικης αμυνας,21/06/2012,25/06/2013,male,panagiotis_karampelas
παναγιωτης κουρουμπλης,υπουργος υγειας και κοινωνικων ασφαλισεων,27/01/2015,27/08/2015,male,panagiotis_kouroumplis
παναγιωτης κουρουμπλης,υπουργος εσωτερικων και διοικητικης ανασυγκροτησης,23/09/2015,05/11/2016,male,panagiotis_kouroumplis
παναγιωτης κουρουμπλης,υπουργος ναυτιλιας και νησιωτικης πολιτικης,05/11/2016,29/08/2018,male,panagiotis_kouroumplis
παναγιωτης λαφαζανης,υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,18/07/2015,male,panagiotis_lafazanis
παναγιωτης μηταρακης,υφυπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,21/06/2012,25/06/2013,male,panagiotis_mitarakis
παναγιωτης μηταρακης,υφυπουργος αναπτυξης και ανταγωνιστικοτητας,25/06/2013,27/01/2015,male,panagiotis_mitarakis
παναγιωτης μηταρακης,υπουργος μεταναστευσης και ασυλου,15/01/2020,26/05/2023,male,panagiotis_mitarakis
παναγιωτης μηταρακης,υφυπουργος εργασιας και κοινωνικων υποθεσεων,09/07/2019,15/01/2020,male,panagiotis_mitarakis
παναγιωτης μπεγλιτης,υπουργος εθνικης αμυνας,17/06/2011,11/11/2011,male,panagiotis_mpeglitis
παναγιωτης μπεγλιτης,αναπληρωτης υπουργος εθνικης αμυνας,07/10/2009,17/06/2011,male,panagiotis_mpeglitis
παναγιωτης νικολουδης,υπουργος επικρατειας,27/01/2015,27/08/2015,male,panagiotis_nikoloudis
παναγιωτης νικολουδης,υπουργος επικρατειας,28/08/2015,21/09/2015,male,panagiotis_nikoloudis
παναγιωτης πικραμμενος,πρωθυπουργος,16/05/2012,20/06/2012,male,panagiotis_pikrammenos
παναγιωτης πικραμμενος,αντιπροεδρος της κυβερνησης,09/07/2019,26/05/2023,male,panagiotis_pikrammenos
παναγιωτης ρηγας,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male,panagiotis_rigas
παναγιωτης ρηγας,αναπληρωτης υπουργος εθνικης αμυνας,29/08/2018,09/07/2019,male,panagiotis_rigas
παναγιωτης σγουριδης,υφυπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,27/01/2015,27/08/2015,male,panagiotis_sgouridis
παναγιωτης σγουριδης,υφυπουργος υποδομων μεταφορων και δικτυων,24/09/2015,24/02/2016,male,panagiotis_sgouridis
παναγιωτης σκανδαλακης,υφυπουργος εξωτερικων,10/03/2004,15/02/2006,male,panagiotis_skandalakis
παναγιωτης σκουρλετης,υπουργος παραγωγικης ανασυγκροτησης περιβαλλοντος και ενεργειας,18/07/2015,27/08/2015,male,panagiotis_skourletis
παναγιωτης σκουρλετης,υπουργος εργασιας και κοινωνικης αλληλεγγυης,27/01/2015,18/07/2015,male,panagiotis_skourletis
παναγιωτης σκουρλετης,υπουργος εσωτερικων,05/11/2016,29/08/2018,male,panagiotis_skourletis
παναγιωτης σκουρλετης,υπουργος περιβαλλοντος και ενεργειας,23/09/2015,05/11/2016,male,panagiotis_skourletis
παναγιωτης τσακλογλου,υφυπουργος εργασιας και κοινωνικων υποθεσεων,05/08/2020,26/05/2023,male,panagiotis_tsakloglou
παναγιωτης χατζηνικολαου,υπουργος μακεδονιας-θρακης,02/07/1989,12/10/1989,male,panagiotis_xatzinikolaou
παναγιωτης χατζηνικολαου,αναπληρωτης υπουργος γεωργιας,12/04/1990,08/08/1991,male,panagiotis_xatzinikolaou
παναγιωτης χατζηνικολαου,υπουργος μακεδονιας-θρακης,08/08/1991,13/10/1993,male,panagiotis_xatzinikolaou
παναγιωτης χηνοφωτης,υφυπουργος εσωτερικων,19/09/2007,07/01/2009,male,panagiotis_xinofotis
πανος παναγιωτοπουλος,υπουργος απασχολησης και κοινωνικης προστασιας,10/03/2004,15/02/2006,male,panos_panagiotopoulos
πανος παναγιωτοπουλος,υπουργος εθνικης αμυνας,21/06/2012,25/06/2013,male,panos_panagiotopoulos
πανος παναγιωτοπουλος,υπουργος πολιτισμου και αθλητισμου,25/06/2013,10/06/2014,male,panos_panagiotopoulos
παντελεημονας καψης,υπουργος επικρατειας,02/12/2011,17/05/2012,male,panteleimonas_kapsis
παντελεημονας καψης,υφυπουργος στον πρωθυπουργο,25/06/2013,17/04/2014,male,panteleimonas_kapsis
παντελης καπρος,υπουργος περιβαλλοντος και ενεργειας,26/05/2023,07/06/2023,male,pantelis_kapros
παντελης οικονομου,αναπληρωτης υπουργος οικονομικων,17/06/2011,11/11/2011,male,pantelis_oikonomou
παντελης οικονομου,αναπληρωτης υπουργος οικονομικων,11/11/2011,17/05/2012,male,pantelis_oikonomou
παντελης τζωρτζακης,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,27/06/2011,11/11/2011,male,pantelis_tzortzakis
παντελης τζωρτζακης,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,11/11/2011,17/05/2012,male,pantelis_tzortzakis
παντελης τσερτικιδης,υφυπουργος δημοσιας ταξης,05/05/2003,10/03/2004,male,pantelis_tsertikidis
παρασκευας κουκουλοπουλος,υφυπουργος εσωτερικων,27/06/2011,11/11/2011,male,paraskeuas_koukoulopoulos
παρασκευας κουκουλοπουλος,υφυπουργος εσωτερικων,11/11/2011,17/05/2012,male,paraskeuas_koukoulopoulos
παρασκευας κουκουλοπουλος,αναπληρωτης υπουργος αγροτικης αναπτυξης και τροφιμων,10/06/2014,27/01/2015,male,paraskeuas_koukoulopoulos
παρασκευας φουντας,υφυπουργος γεωργιας,30/10/1998,13/04/2000,male,paraskeuas_fountas
παρασκευη χριστοφιλοπουλου,υφυπουργος παιδειας δια βιου μαθησης και θρησκευματων,07/10/2009,11/11/2011,female,paraskeui_xristofilopoulou
παρασκευη χριστοφιλοπουλου,υφυπουργος παιδειας δια βιου μαθησης και θρησκευματων,11/11/2011,17/05/2012,female,paraskeui_xristofilopoulou
παρασκευη χριστοφιλοπουλου,υφυπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,25/06/2013,27/01/2015,female,paraskeui_xristofilopoulou
πατρινα παπαρρηγοπουλου,υπουργος εργασιας και κοινωνικων υποθεσεων,26/05/2023,07/06/2023,female,patrina_paparrigopoulou
παυλος αποστολιδης,υπουργος διοικητικης μεταρρυθμισης και ηλεκτρονικης διακυβερνησης,17/05/2012,21/06/2012,male,paulos_apostolidis
παυλος γερουλανος,υπουργος πολιτισμου και τουρισμου,07/10/2009,11/11/2011,male,paulos_geroulanos
παυλος γερουλανος,υπουργος πολιτισμου και τουρισμου,11/11/2011,17/05/2012,male,paulos_geroulanos
παυλος πολακης,υφυπουργος εσωτερικων και διοικητικης ανασυγκροτησης,18/07/2015,27/08/2015,male,paulos_polakis
παυλος πολακης,αναπληρωτης υπουργος υγειας,23/09/2015,09/07/2019,male,paulos_polakis
παυλος σακελλαριδης,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,12/10/1989,23/11/1989,male,paulos_sakellaridis
παυλος σακελλαριδης,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,13/02/1990,11/04/1990,male,paulos_sakellaridis
παυλος χαικαλης,υφυπουργος εργασιας κοινωνικης ασφαλισης και κοινωνικης αλληλεγγυης,18/07/2015,27/08/2015,male,paulos_xaikalis
πετρος δουκας,υφυπουργος οικονομικων,07/08/1992,13/10/1993,male,petros_doukas
πετρος δουκας,υφυπουργος οικονομιας και οικονομικων,10/03/2004,19/09/2007,male,petros_doukas
πετρος δουκας,υφυπουργος εξωτερικων,19/09/2007,07/01/2009,male,petros_doukas
πετρος ευθυμιου,υπουργος εθνικης παιδειας και θρησκευματων,13/04/2000,10/03/2004,male,petros_euthumiou
πετρος μολυβιατης,υπουργος εξωτερικων,10/03/2004,15/02/2006,male,petros_molubiatis
πετρος μολυβιατης,υπουργος εξωτερικων,17/05/2012,21/06/2012,male,petros_molubiatis
πετρος μολυβιατης,υπουργος εξωτερικων,28/08/2015,21/09/2015,male,petros_molubiatis
πετρος τατουλης,υφυπουργος πολιτισμου,10/03/2004,15/02/2006,male,petros_tatoulis
πετρος-παυλος αλιβιζατος,υφυπουργος πολιτισμου και τουρισμου,11/11/2011,17/05/2012,male,petros-paulos_alibizatos
προκοπιος παυλοπουλος,αναπληρωτης υπουργος προεδριας της κυβερνησης,23/12/1989,11/04/1990,male,prokopios_paulopoulos
προκοπιος παυλοπουλος,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,10/03/2004,24/08/2007,male,prokopios_paulopoulos
προκοπιος παυλοπουλος,υπουργος εσωτερικων,19/09/2007,11/09/2009,male,prokopios_paulopoulos
ροβερτος σπυροπουλος,υφυπουργος εργασιας και κοινωνικων ασφαλισεων,24/10/2001,10/03/2004,male,robertos_spuropoulos
ροδουλα ζηση,υφυπουργος εθνικης οικονομιας,23/06/1999,13/04/2000,female,rodoula_zisi
ροδουλα ζηση,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,24/10/2001,10/03/2004,female,rodoula_zisi
σαββας τσιτουριδης,υπουργος απασχολησης και κοινωνικης προστασιας,15/02/2006,30/04/2007,male,sabbas_tsitouridis
σαββας τσιτουριδης,υπουργος αγροτικης αναπτυξης και τροφιμων,10/03/2004,23/09/2004,male,sabbas_tsitouridis
σιμος σιμοπουλος,υπουργος υποδομων μεταφορων και δικτυων,17/05/2012,21/06/2012,male,simos_simopoulos
σοφια βουλτεψη,υφυπουργος στον πρωθυπουργο,10/06/2014,27/01/2015,female,sofia_boultepsi
σοφια βουλτεψη,υφυπουργος μεταναστευσης και ασυλου,05/01/2021,26/05/2023,female,sofia_boultepsi
σοφια ζαχαρακη,υφυπουργος παιδειας και θρησκευματων,09/07/2019,05/01/2021,female,sofia_zaxaraki
σοφια ζαχαρακη,υφυπουργος τουρισμου,05/01/2021,26/05/2023,female,sofia_zaxaraki
σοφια καλαντζακου,υφυπουργος απασχολησης και κοινωνικης προστασιας,19/09/2007,07/10/2009,female,sofia_kalantzakou
σπηλιος σπηλιωτοπουλος,υφυπουργος εθνικης αμυνας,03/12/1992,13/10/1993,male,spilios_spiliotopoulos
σπηλιος σπηλιωτοπουλος,υπουργος εθνικης αμυνας,10/03/2004,15/02/2006,male,spilios_spiliotopoulos
σπυριδων βουγιας,υφυπουργος μεταφορων και επικοινωνιων,24/10/2001,30/08/2002,male,spuridon_bougias
σπυριδων βουγιας,υφυπουργος υποδομων μεταφορων και δικτυων,07/09/2010,17/06/2011,male,spuridon_bougias
σπυριδων βουγιας,υφυπουργος προστασιας του πολιτη,07/10/2009,07/09/2010,male,spuridon_bougias
σπυριδων κουβελης,υφυπουργος εξωτερικων,07/10/2009,17/06/2011,male,spuridon_koubelis
σπυριδων ταλιαδουρος,υφυπουργος εθνικης παιδειας και θρησκευματων,10/03/2004,19/09/2007,male,spuridon_taliadouros
σπυριδων ταλιαδουρος,υφυπουργος εθνικης παιδειας και θρησκευματων,19/09/2007,07/10/2009,male,spuridon_taliadouros
σπυριδων φλογαιτης,υπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/08/2007,19/09/2007,male,spuridon_flogaitis
σπυριδων φλογαιτης,υπουργος εσωτερικων,11/09/2009,07/10/2009,male,spuridon_flogaitis
σπυριδων φλογαιτης,αναπληρωτης υπουργος εξωτερικων,28/08/2015,21/09/2015,male,spuridon_flogaitis
σπυριδων-αδωνις γεωργιαδης,υφυπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,11/11/2011,14/02/2012,male,spuridon-adonis_georgiadis
σπυριδων-αδωνις γεωργιαδης,υπουργος υγειας,25/06/2013,10/06/2014,male,spuridon-adonis_georgiadis
σπυριδων-αδωνις γεωργιαδης,υπουργος αναπτυξης και επενδυσεων,09/07/2019,26/05/2023,male,spuridon-adonis_georgiadis
σπυριδων-παναγιωτης λιβανου,υπουργος αγροτικης αναπτυξης και τροφιμων,05/01/2021,07/02/2022,male,spuridon-panagiotis_libanou
σταυρος αραχωβιτης,υπουργος αγροτικης αναπτυξης και τροφιμων,29/08/2018,09/07/2019,male,stauros_araxobitis
σταυρος αρναουτακης,υφυπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/10/2009,07/09/2010,male,stauros_arnaoutakis
σταυρος δημας,υπουργος γεωργιας,02/07/1989,12/10/1989,male,stauros_dimas
σταυρος δημας,υπουργος γεωργιας,23/11/1989,13/02/1990,male,stauros_dimas
σταυρος δημας,υπουργος βιομηχανιας ενεργειας και τεχνολογιας,11/04/1990,29/07/1991,male,stauros_dimas
σταυρος δημας,υπουργος εξωτερικων,11/11/2011,17/05/2012,male,stauros_dimas
σταυρος καλαφατης,υφυπουργος αναπτυξης,19/09/2007,07/01/2009,male,stauros_kalafatis
σταυρος καλαφατης,υπουργος μακεδονιας-θρακης,08/01/2009,07/10/2009,male,stauros_kalafatis
σταυρος καλαφατης,αναπληρωτης υπουργος περιβαλλοντος ενεργειας και κλιματικης αλλαγης,21/06/2012,31/03/2014,male,stauros_kalafatis
σταυρος καλαφατης,υφυπουργος εσωτερικων,05/01/2021,26/05/2023,male,stauros_kalafatis
σταυρος καλογιαννης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,10/03/2004,19/09/2007,male,stauros_kalogiannis
σταυρος καλογιαννης,υφυπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,19/09/2007,07/10/2009,male,stauros_kalogiannis
σταυρος καλογιαννης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας υποδομων μεταφορων και δικτυων,21/06/2012,25/06/2013,male,stauros_kalogiannis
σταυρος λαμπρινιδης,υπουργος εξωτερικων,17/06/2011,11/11/2011,male,stauros_lamprinidis
σταυρος μπενος,υφυπουργος πολιτισμου,15/09/1995,22/01/1996,male,stauros_mpenos
σταυρος μπενος,υπουργος πολιτισμου,22/01/1996,25/09/1996,male,stauros_mpenos
σταυρος μπενος,υπουργος αιγαιου,19/02/1999,13/04/2000,male,stauros_mpenos
σταυρος μπενος,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,02/09/1997,19/02/1999,male,stauros_mpenos
σταυρος μπενος,υφυπουργος εσωτερικων δημοσιας διοικησης και αποκεντρωσης,24/10/2001,07/07/2003,male,stauros_mpenos
σταυρος σουμακης,υπουργος εμπορικης ναυτιλιας,25/09/1996,13/04/2000,male,stauros_soumakis
στεφανος μανικας,υπουργος επικρατειας,24/10/2001,18/06/2003,male,stefanos_manikas
στεφανος μανος,υπουργος εθνικης οικονομιας,17/02/1992,13/10/1993,male,stefanos_manos
στεφανος μανος,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,11/04/1990,08/08/1991,male,stefanos_manos
στεφανος μανος,υπουργος οικονομικων,07/08/1992,13/10/1993,male,stefanos_manos
στεφανος τζουμακας,υπουργος εργασιας και κοινωνικων ασφαλισεων,15/09/1995,22/01/1996,male,stefanos_tzoumakas
στεφανος τζουμακας,υπουργος γεωργιας,22/01/1996,25/09/1996,male,stefanos_tzoumakas
στεφανος τζουμακας,υπουργος γεωργιας,25/09/1996,30/10/1998,male,stefanos_tzoumakas
στυλιανη μενδωνη,υπουργος πολιτισμου και αθλητισμου,09/07/2019,26/05/2023,female,stuliani_mendoni
στυλιανος πετσας,υφυπουργος στον πρωθυπουργο,09/07/2019,05/01/2021,male,stulianos_petsas
στυλιανος πετσας,αναπληρωτης υπουργος εσωτερικων,05/01/2021,26/05/2023,male,stulianos_petsas
στυλιανος-αγγελος παπαθεμελης,υπουργος δημοσιας ταξης,13/10/1993,04/04/1995,male,stulianos-aggelos_papathemelis
συμεων κεδικογλου,υφυπουργος παιδειας και θρησκευματων,25/06/2013,10/06/2014,male,sumeon_kedikoglou
συμεων κεδικογλου,υφυπουργος στον πρωθυπουργο,05/07/2012,10/06/2014,male,sumeon_kedikoglou
συμεων κεδικογλου,υφυπουργος αγροτικης αναπτυξης και τροφιμων,31/08/2021,26/05/2023,male,sumeon_kedikoglou
σωκρατης κατσικας,υπουργος ψηφιακης διακυβερνησης,26/05/2023,07/06/2023,male,sokratis_katsikas
σωκρατης ξυνιδης,αναπληρωτης υπουργος οικονομιας ανταγωνιστικοτητας και ναυτιλιας,07/09/2010,27/06/2011,male,sokratis_xunidis
σωκρατης ξυνιδης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,27/06/2011,11/11/2011,male,sokratis_xunidis
σωκρατης ξυνιδης,αναπληρωτης υπουργος αναπτυξης ανταγωνιστικοτητας και ναυτιλιας,11/11/2011,17/05/2012,male,sokratis_xunidis
σωκρατης φαμελλος,αναπληρωτης υπουργος περιβαλλοντος και ενεργειας,05/11/2016,09/07/2019,male,sokratis_famellos
σωτηριος κουβελας,υπουργος περιβαλλοντος χωροταξιας και δημοσιων εργων,02/07/1989,12/10/1989,male,sotirios_koubelas
σωτηριος κουβελας,υπουργος πολιτισμου,23/11/1989,13/02/1990,male,sotirios_koubelas
σωτηριος κουβελας,υπουργος προεδριας της κυβερνησης,31/10/1991,13/10/1993,male,sotirios_koubelas
σωτηριος κουβελας,υπουργος γεωργιας,08/08/1991,31/10/1991,male,sotirios_koubelas
σωτηριος κουβελας,υπουργος εσωτερικων,11/04/1990,08/08/1991,male,sotirios_koubelas
σωτηριος χατζηγακης,αναπληρωτης υπουργος εθνικης οικονομιας,02/07/1989,12/10/1989,male,sotirios_xatzigakis
σωτηριος χατζηγακης,υπουργος εργασιας,02/07/1989,07/07/1989,male,sotirios_xatzigakis
σωτηριος χατζηγακης,υπουργος γεωργιας,31/10/1991,27/11/1992,male,sotirios_xatzigakis
σωτηριος χατζηγακης,υφυπουργος εθνικης οικονομιας,08/08/1991,31/10/1991,male,sotirios_xatzigakis
σωτηριος χατζηγακης,αναπληρωτης υπουργος εμποριου,11/04/1990,08/08/1991,male,sotirios_xatzigakis
σωτηριος χατζηγακης,υπουργος δικαιοσυνης,19/09/2007,07/01/2009,male,sotirios_xatzigakis
σωτηριος χατζηγακης,υπουργος αγροτικης αναπτυξης και τροφιμων,08/01/2009,07/10/2009,male,sotirios_xatzigakis
τατιανα καραπαναγιωτη,υπουργος πολιτισμου και τουρισμου,17/05/2012,21/06/2012,female,tatiana_karapanagioti
τερενς-σπενσερ-νικολαος κουικ,υφυπουργος στον πρωθυπουργο,27/01/2015,27/08/2015,male,terens-spenser-nikolaos_kouik
τερενς-σπενσερ-νικολαος κουικ,υφυπουργος εξωτερικων,05/11/2016,09/07/2019,male,terens-spenser-nikolaos_kouik
τερενς-σπενσερ-νικολαος κουικ,υφυπουργος στον πρωθυπουργο,23/09/2015,05/11/2016,male,terens-spenser-nikolaos_kouik
τζαννης τζαννετακης,πρωθυπουργος,02/07/1989,12/10/1989,male,tzannis_tzannetakis
τζαννης τζαννετακης,υπουργος εξωτερικων,02/07/1989,12/10/1989,male,tzannis_tzannetakis
τζαννης τζαννετακης,υπουργος τουρισμου,03/07/1989,12/10/1989,male,tzannis_tzannetakis
τζαννης τζαννετακης,υπουργος εθνικης αμυνας,23/11/1989,13/02/1990,male,tzannis_tzannetakis
τζαννης τζαννετακης,υπουργος τουρισμου,23/11/1989,13/02/1990,male,tzannis_tzannetakis
τζαννης τζαννετακης,υπουργος επικρατειας,08/08/1991,13/10/1993,male,tzannis_tzannetakis
τζαννης τζαννετακης,αντιπροεδρος της κυβερνησης,08/08/1991,08/08/1991,male,tzannis_tzannetakis
τζαννης τζαννετακης,υπουργος πολιτισμου,11/04/1990,08/08/1991,male,tzannis_tzannetakis
τηλεμαχος χυτηρης,υφυπουργος προεδριας της κυβερνησης,13/10/1993,08/07/1994,male,tilemaxos_xutiris
τηλεμαχος χυτηρης,υφυπουργος τυπου και μεσων μαζικης ενημερωσης,08/07/1994,15/09/1995,male,tilemaxos_xutiris
τηλεμαχος χυτηρης,υπουργος τυπου και μεσων μαζικης ενημερωσης,15/09/1995,22/01/1996,male,tilemaxos_xutiris
τηλεμαχος χυτηρης,υφυπουργος τυπου και μεσων μαζικης ενημερωσης,13/04/2000,10/03/2004,male,tilemaxos_xutiris
τηλεμαχος χυτηρης,αναπληρωτης υπουργος πολιτισμου και τουρισμου,07/09/2010,17/06/2011,male,tilemaxos_xutiris
τρυφων αλεξιαδης,αναπληρωτης υπουργος οικονομικων,18/07/2015,27/08/2015,male,trufon_alexiadis
τρυφων αλεξιαδης,αναπληρωτης υπουργος οικονομικων,28/08/2015,21/09/2015,male,trufon_alexiadis
τρυφων αλεξιαδης,αναπληρωτης υπουργος οικονομικων,23/09/2015,05/11/2016,male,trufon_alexiadis
φανη παλλη-πετραλια,υφυπουργος πολιτισμου,11/04/1990,08/08/1991,female,fani_palli-petralia
φανη παλλη-πετραλια,υφυπουργος υγειας προνοιας και κοινωνικων ασφαλισεων,03/12/1992,13/10/1993,female,fani_palli-petralia
φανη παλλη-πετραλια,αναπληρωτης υπουργος πολιτισμου,18/03/2004,15/02/2006,female,fani_palli-petralia
φανη παλλη-πετραλια,υπουργος τουριστικης αναπτυξης,15/02/2006,19/09/2007,female,fani_palli-petralia
φανη παλλη-πετραλια,υπουργος απασχολησης και κοινωνικης προστασιας,17/12/2007,07/10/2009,female,fani_palli-petralia
