member_name,member_start_date,member_end_date,political_party,administrative_region,gender
δημοσχακης σπυρου αναστασιος (τασος),2015-01-25,2015-08-28,νεα δημοκρατια,εβρου,male
δημοσχακης σπυρου αναστασιος (τασος),2015-09-20,2019-06-11,νεα δημοκρατια,εβρου,male
δημοσχακης σπυρου αναστασιος (τασος),2019-07-07,2023-04-22,νεα δημοκρατια,εβρου,male
δημοσχακης σπυρου αναστασιος (τασος),2023-06-25,2023-11-13,νεα δημοκρατια,εβρου,male
διακακη νικολαου μαρια,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,female
διαμαντης δημητριου κωνσταντινος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
διαμαντης δημητριου κωνσταντινος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
διαμαντης δημητριου κωνσταντινος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
διαμαντης δημητριου κωνσταντινος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
διαμαντης δημητριου κωνσταντινος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' θεσσαλονικης,male
διαμαντιδης δημητριου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης δημητριου ιωαννης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης ιωαννη δημητριος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως,male
διαμαντιδης ιωαννη δημητριος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,β' πειραιως,male
ακριωτης κυριακου γεωργιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας,male
ακριωτης κυριακου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας,male
διαμαντοπουλος περικλη ευαγγελος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,καστοριας,male
διαμαντοπουλος περικλη ευαγγελος,2015-08-21,2015-08-28,λαικη ενοτητα,καστοριας,male
διαμαντοπουλος περικλη ευαγγελος,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,καστοριας,male
διαμαντοπουλου δημητριου αννα,1996-09-22,1999-09-16,πανελληνιο σοσιαλιστικο κινημα,κοζανης,female
διαμαντοπουλου δημητριου αννα,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
διαμαντοπουλου δημητριου αννα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female
διαμαντοπουλου δημητριου αννα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female
διγαλακης βασιλειου βασιλειος,2019-07-07,2023-04-22,νεα δημοκρατια,χανιων,male
διγενη αναστασιου ασημινα (σεμινα),2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,β3' νοτιου τομεα αθηνων,female
διγενη αναστασιου ασημινα (σεμινα),2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,β3' νοτιου τομεα αθηνων,female
διωτη μαρινου ηρω,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female
διωτη μαρινου ηρω,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female
διωτη μαρινου ηρω,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female
διωτη μαρινου ηρω,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,λαρισας,female
δουδωνης αριστειδη παναγιωτης,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,επικρατειας,male
δουδωνης αριστειδη παναγιωτης,2023-06-25,2023-11-13,πασοκ - κινημα αλλαγης,επικρατειας,male
δουζινας ευαγγελου κωνσταντινος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δουκας γεωργιου πετρος,2004-03-07,2007-08-18,νεα δημοκρατια,αττικης(υπολοιπο),male
δουκας γεωργιου πετρος,2007-09-16,2009-09-07,νεα δημοκρατια,αττικης(υπολοιπο),male
δουνια δημητριου παναγιωτα (νονη),2019-07-07,2023-04-22,νεα δημοκρατια,α' πειραιως,female
ακτυπης δημητριου διονυσιος,2019-07-07,2023-04-22,νεα δημοκρατια,ζακυνθου,male
ακτυπης δημητριου διονυσιος,2023-05-21,2023-05-29,νεα δημοκρατια,ζακυνθου,male
ακτυπης δημητριου διονυσιος,2023-06-25,2023-11-13,νεα δημοκρατια,ζακυνθου,male
δουρου αθανασιου ειρηνη (ρενα),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
δουρου αθανασιου ειρηνη (ρενα),2012-06-17,2014-03-26,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
δουρου αθανασιου ειρηνη (ρενα),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β2' δυτικου τομεα αθηνων,female
δουρου αθανασιου ειρηνη (ρενα),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β2' δυτικου τομεα αθηνων,female
δραγασακης ανδρεα ιωαννης,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,χανιων,male
δραγασακης ανδρεα ιωαννης,1996-09-22,2000-03-14,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2003-10-10,2004-02-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
δραγασακης ανδρεα ιωαννης,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,male
δραγασακης ανδρεα ιωαννης,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β2' δυτικου τομεα αθηνων,male
δραγασακης ανδρεα ιωαννης,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β2' δυτικου τομεα αθηνων,male
δραγωνα ιωαννη θαλεια,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,επικρατειας,female
δριβελεγκας κωνσταντινου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριβελεγκας κωνσταντινου ιωαννης,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριβελεγκας κωνσταντινου ιωαννης,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριβελεγκας κωνσταντινου ιωαννης,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριβελεγκας κωνσταντινου ιωαννης,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριβελεγκας κωνσταντινου ιωαννης,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριβελεγκας κωνσταντινου ιωαννης,2015-01-25,2015-08-28,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης,male
δριτσας παναγιωτη θεοδωρος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσας παναγιωτη θεοδωρος,2009-10-04,2012-04-11,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσας παναγιωτη θεοδωρος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσας παναγιωτη θεοδωρος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσας παναγιωτη θεοδωρος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσας παναγιωτη θεοδωρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσας παναγιωτη θεοδωρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,α' πειραιως,male
δριτσελη ιωαννη παναγιωτα,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,female
δριτσελη ιωαννη παναγιωτα,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,female
δριτσελη ιωαννη παναγιωτα,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,τρικαλων,female
δρυς γερασιμου γεωργιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
δρυς γερασιμου γεωργιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
δρυς γερασιμου γεωργιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
δρυς γερασιμου γεωργιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
δρυς γερασιμου γεωργιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
δρυς γερασιμου γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κερκυρας,male
εβερτ αγγελου μιλτιαδης,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων,male
εβερτ αγγελου μιλτιαδης,1989-11-05,1990-03-12,νεα δημοκρατια,α' αθηνων,male
εβερτ αγγελου μιλτιαδης,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων,male
εβερτ αγγελου μιλτιαδης,1993-10-10,1996-08-24,νεα δημοκρατια,α' αθηνων,male
εβερτ αγγελου μιλτιαδης,1996-09-22,2000-03-14,νεα δημοκρατια,α' θεσσαλονικης,male
εβερτ αγγελου μιλτιαδης,2000-04-09,2004-02-11,νεα δημοκρατια,επικρατειας,male
εβερτ αγγελου μιλτιαδης,2004-03-07,2007-08-18,νεα δημοκρατια,επικρατειας,male
εβερτ αγγελου μιλτιαδης,2007-09-16,2009-09-07,νεα δημοκρατια,επικρατειας,male
ελευθεριαδου παυλου σουλτανα (τανια),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,καβαλας,female
ελευθεριαδου παυλου σουλτανα (τανια),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,καβαλας,female
εμινιδης κωνσταντινου σαββας,2005-11-29,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
εμινιδης κωνσταντινου σαββας,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,καβαλας,male
εμμανουηλιδης ιωαννη δημητριος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,καβαλας,male
εμμανουηλιδης ιωαννη δημητριος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,καβαλας,male
εμμανουηλιδης ιωαννη δημητριος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,καβαλας,male
εξαρχος θεοδωρου βασιλειος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
εξαρχος θεοδωρου βασιλειος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
εξαρχος θεοδωρου βασιλειος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,male
εξαρχος θεοφανη νικολαος (πακος),2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,ιωαννινων,male
εξαρχος θεοφανη νικολαος(πακος),2023-05-21,2023-05-29,κομμουνιστικο κομμα ελλαδας,ιωαννινων,male
εξαρχος θεοφανη νικολαος(πακος),2023-06-25,2023-11-13,κομμουνιστικο κομμα ελλαδας,ιωαννινων,male
ευθυμιου δημητριου πετρος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
ευθυμιου δημητριου πετρος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
ευθυμιου δημητριου πετρος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
ευθυμιου ταξιαρχη αννα,2019-07-07,2023-04-22,νεα δημοκρατια,α' θεσσαλονικης,female
ευθυμιου ταξιαρχη αννα,2023-05-21,2023-05-29,νεα δημοκρατια,α' θεσσαλονικης,female
ευθυμιου ταξιαρχη αννα,2023-06-25,2023-11-13,νεα δημοκρατια,α' θεσσαλονικης,female
αλαβανος νικολαου αλεξανδρος,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
αλαβανος νικολαου αλεξανδρος,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
ζαγοριτης γερασιμου ελευθεριος (λευτερης),2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male
ζαγοριτης γερασιμου ελευθεριος (λευτερης),2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male
ζαιμης φωκιωνος ανδρεας,1989-01-01,1989-06-02,νεα δημοκρατια,αχαιας,male
ζαιμης φωκιωνος ανδρεας,1989-06-18,1989-10-12,νεα δημοκρατια,αχαιας,male
ζαιμης φωκιωνος ανδρεας,1989-11-05,1990-03-12,νεα δημοκρατια,αχαιας,male
ζαμπαρας γεωργιου μιλτιαδης (μιλτος),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αιτωλοακαρνανιας,male
ζαμπαρας γεωργιου μιλτιαδης (μιλτος),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αιτωλοακαρνανιας,male
ζαννας γρηγοριου ζησης,2015-08-21,2015-08-28,λαικη ενοτητα,πιεριας,male
ζαννας γρηγοριου ζησης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,πιεριας,male
ζαρουλια βασιλειου ελενη,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,β' αθηνων,female
ζαρουλια βασιλειου ελενη,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,β' αθηνων,female
ζαρουλια βασιλειου ελενη,2015-01-25,2015-08-28,λαικος συνδεσμος - χρυση αυγη,β' αθηνων,female
ζαρουλια βασιλειου ελενη,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,β' αθηνων,female
αβραμακης αντωνιου ελευθεριος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,σερρων,male
ζαφειροπουλος γεωργιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
ζαφειροπουλος γεωργιου ιωαννης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
ζαφειροπουλος γεωργιου ιωαννης,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηλειας,male
ζαχαρακη ηλια σοφια,2023-05-21,2023-05-29,νεα δημοκρατια,α' ανατολικης αττικης,female
ζαχαρακη ηλια σοφια,2023-06-25,2023-11-13,νεα δημοκρατια,α' ανατολικης αττικης,female
ζαχαρακης θεοδωρου κωνσταντινος,1989-06-18,1989-10-12,νεα δημοκρατια,β' θεσσαλονικης,male
ζαχαρακης θεοδωρου κωνσταντινος,1990-04-08,1993-09-11,νεα δημοκρατια,β' θεσσαλονικης,male
ζαχαρακης θεοδωρου κωνσταντινος,2004-03-07,2005-05-09,νεα δημοκρατια,β' θεσσαλονικης,male
ζαχαριαδης εμμανουηλ κωνσταντινος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β1' βορειου τομεα αθηνων,male
ζαχαριας παναγιωτη κωνσταντινος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας,male
ζαχαριας παναγιωτη κωνσταντινος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας,male
ζαχαριας παναγιωτη κωνσταντινος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,αρκαδιας,male
ζειμπεκ χασαν χουσειν,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ξανθης,male
ζειμπεκ χασαν χουσειν,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ξανθης,male
ζειμπεκ χασαν χουσειν,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ξανθης,male
ζειμπεκ χασαν χουσειν,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ξανθης,male
ζειμπεκ χασαν χουσειν,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ξανθης,male
ζειμπεκ χασαν χουσειν,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ξανθης,male
ζειμπεκ χασαν χουσειν,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,ξανθης,male
ζεμπιλης γεωργιου αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,ευβοιας,male
ζεμπιλης γεωργιου αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,ευβοιας,male
ζεμπιλης γεωργιου αθανασιος,2023-06-25,2023-11-13,νεα δημοκρατια,ευβοιας,male
ζερβεας θεοδωρου αλεξανδρος,2023-06-25,2023-11-13,σπαρτιατες,β' πειραιως,male
αλαμπανος νικολαου δημητριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
αλαμπανος νικολαου δημητριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
αλαμπανος νικολαου δημητριος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
αλαμπανος νικολαου δημητριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
αλαμπανος νικολαου δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
αλαμπανος νικολαου δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φθιωτιδας,male
ζερδελης χριστοφορου ιωαννης,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,λεσβου,male
ζερδελης χριστοφορου ιωαννης,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,λεσβου,male
ζερδελης χριστοφορου ιωαννης,2015-08-21,2015-08-28,λαικη ενοτητα,λεσβου,male
ζερδελης χριστοφορου ιωαννης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,λεσβου,male
ζηση αθανασιου ροδουλα,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,female
ζηση αθανασιου ροδουλα,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,female
ζηση αθανασιου ροδουλα,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,female
ζηση αθανασιου ροδουλα,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,female
ζηση αθανασιου ροδουλα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,female
ζηση αθανασιου ροδουλα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,μαγνησιας,female
ζησιμοπουλος παναγιωτη πολυβιος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,β' θεσσαλονικης,male
ζησιμοπουλος παναγιωτη πολυβιος,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,β' θεσσαλονικης,male
ζιωγας ηλια ιωαννης,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης,male
ζιωγας ηλια ιωαννης,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης,male
ζιωγας ηλια ιωαννης,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,α' θεσσαλονικης,male
ζουνη λαμπρου παναγιωτα (πεμη),2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων,female
ζουραρης γεωργιου κωνσταντινος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' θεσσαλονικης,male
ζουραρης γεωργιου κωνσταντινος,2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),α' θεσσαλονικης,male
ζουραρης γεωργιου κωνσταντινος,2015-09-20,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,α' θεσσαλονικης,male
ζουραρης γεωργιου κωνσταντινος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,male
ζωης κωνσταντινου χρηστος,2000-04-09,2004-02-11,νεα δημοκρατια,λαρισας,male
ζωης κωνσταντινου χρηστος,2004-03-07,2007-08-18,νεα δημοκρατια,λαρισας,male
ζωης κωνσταντινου χρηστος,2007-09-16,2009-09-07,νεα δημοκρατια,λαρισας,male
ζωης κωνσταντινου χρηστος,2012-04-03,2012-04-11,ανεξαρτητοι ελληνες - πανος καμμενος,λαρισας,male
ζωης κωνσταντινου χρηστος,2012-02-12,2012-04-02,ανεξαρτητοι (εκτος κομματος),λαρισας,male
ζωης κωνσταντινου χρηστος,2009-10-04,2012-02-11,νεα δημοκρατια,λαρισας,male
ζωης κωνσταντινου χρηστος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,λαρισας,male
ζωιδης ηλια νικολαος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
ζωιδης ηλια νικολαος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου,male
αλεξανδριδου νικολαου ραχηλ,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,πελλης,male
ηγουμενιδης εμμανουηλ νικολαος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
ηγουμενιδης εμμανουηλ νικολαος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ηρακλειου,male
ηλιοπουλος κωνσταντινου αθανασιος (νασος),2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,α' αθηνων,male
ηλιοπουλος κωνσταντινου αθανασιος (νασος),2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,α' αθηνων,male
ηλιοπουλος κωνσταντινου παναγιωτης,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,μαγνησιας,male
ηλιοπουλος κωνσταντινου παναγιωτης,2012-06-17,2014-12-31,λαικος συνδεσμος - χρυση αυγη,μαγνησιας,male
ηλιοπουλος κωνσταντινου παναγιωτης,2015-09-20,2019-06-11,λαικος συνδεσμος - χρυση αυγη,μαγνησιας,male
ηλιοπουλος σταυρου οθων,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,επικρατειας,male
ηλιοπουλος σταυρου οθων,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,επικρατειας,male
ησυχος νικολαου κωνσταντινος-ηρακλης,2015-08-21,2015-08-28,λαικη ενοτητα,β' αθηνων,male
ησυχος νικολαου κωνσταντινος-ηρακλης,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,male
θαλασσινος πετρου θαλασσινος,2004-03-07,2007-08-18,νεα δημοκρατια,σαμου,male
θαλασσινος πετρου θαλασσινος,2007-09-16,2009-09-07,νεα δημοκρατια,σαμου,male
θανος ιωαννη δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,male
θανος ιωαννη δημητριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,φωκιδας,male
θελεριτη παναγιωτη μαρια,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,female
θελεριτη παναγιωτη μαρια,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,female
θελεριτη παναγιωτη μαρια,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κορινθιας,female
αλεξανδριδου παυλου βασιλικη,2011-06-17,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας,female
θεοδωρακης νικολαου γρηγοριος,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,αιτωλοακαρνανιας,male
θεοδωρακης παναγιωτη σταυρος,2015-01-25,2015-08-28,το ποταμι,χανιων,male
θεοδωρακης παναγιωτη σταυρος,2019-05-07,2019-06-11,το ποταμι,α' θεσσαλονικης,male
θεοδωρακης παναγιωτη σταυρος,2019-01-21,2019-05-06,ανεξαρτητοι (εκτος κομματος),α' θεσσαλονικης,male
θεοδωρακης παναγιωτη σταυρος,2015-09-20,2019-01-20,το ποταμι,α' θεσσαλονικης,male
θεοδωριδης ιωαννη ηλιας,2012-03-26,2012-04-11,δημοκρατικη αριστερα,πελλης,male
θεοδωριδης ιωαννη ηλιας,2012-02-12,2012-03-25,ανεξαρτητοι (εκτος κομματος),πελλης,male
θεοδωριδης ιωαννη ηλιας,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,πελλης,male
θεοδωρικακος δημητριου παναγιωτης (τακης),2019-07-07,2023-04-22,νεα δημοκρατια,επικρατειας,male
θεοδωρικακος δημητριου παναγιωτης (τακης),2023-05-21,2023-05-29,νεα δημοκρατια,β3' νοτιου τομεα αθηνων,male
