member_name,member_start_date,member_end_date,political_party,administrative_region,gender
φωτιαδης γεωργιου παναγιωτης,2000-04-09,2001-09-19,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο),male
φωτιαδης δημοσθενη αποστολος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
φωτιαδης δημοσθενη αποστολος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
φωτιαδης δημοσθενη αποστολος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
φωτιαδης δημοσθενη αποστολος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
φωτιαδης δημοσθενη αποστολος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
φωτιαδης δημοσθενη αποστολος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,εβρου,male
φωτιαδης χρηστου ηλιας,2000-04-09,2004-02-11,νεα δημοκρατια,ημαθιας,male
φωτιαδης χρηστου ηλιας,2004-03-07,2007-08-18,νεα δημοκρατια,ημαθιας,male
φωτιαδης χρηστου ηλιας,2007-09-16,2009-09-07,νεα δημοκρατια,ημαθιας,male
φωτιου βασιλειου θεανω,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female
φωτιου βασιλειου θεανω,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female
φωτιου βασιλειου θεανω,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων,female
φωτιου βασιλειου θεανω,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας,female
φωτιου βασιλειου θεανω,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β3' νοτιου τομεα αθηνων,female
φωτιου βασιλειου θεανω,2023-05-21,2023-05-29,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β3' νοτιου τομεα αθηνων,female
φωτιου βασιλειου θεανω,2023-06-25,2023-11-13,συνασπισμος ριζοσπαστικης αριστερας - προοδευτικη συμμαχια,β3' νοτιου τομεα αθηνων,female
φωτιου γεωργιου ευαγγελος,2012-05-06,2012-05-19,δημοκρατικη αριστερα,σερρων,male
φωτοπουλος θεοδωρου στυλιανος,2023-05-21,2023-05-29,ελληνικη λυση - κυριακος βελοπουλος,α' ανατολικης αττικης,male
φωτοπουλος θεοδωρου στυλιανος,2023-06-25,2023-11-13,ελληνικη λυση - κυριακος βελοπουλος,α' ανατολικης αττικης,male
αγγελουσης χρηστου αγγελος,1989-01-01,1989-06-02,νεα δημοκρατια,σερρων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2000-04-09,2004-02-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2004-03-07,2007-08-18,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2015-01-25,2015-08-28,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2015-09-20,2019-06-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2019-07-07,2023-04-22,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2023-05-21,2023-05-29,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male
βαρβιτσιωτης ιωαννη μιλτιαδης,2023-06-25,2023-11-13,νεα δημοκρατια,β2' δυτικου τομεα αθηνων,male
χαιδος ιωαννη χρηστος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male
χαιδος ιωαννη χρηστος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male
χαιδος ιωαννη χρηστος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,τρικαλων,male
χαικαλης γεωργιου παυλος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,αττικης,male
χαικαλης γεωργιου παυλος,2012-06-17,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,αττικης,male
χαικαλης γεωργιου παυλος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,αττικης,male
χαιτιδης δημητριου ευγενιος,1993-10-10,1996-08-24,νεα δημοκρατια,σερρων,male
χαιτιδης δημητριου ευγενιος,1996-09-22,2000-03-14,νεα δημοκρατια,σερρων,male
χαιτιδης δημητριου ευγενιος,2000-04-09,2004-02-11,νεα δημοκρατια,σερρων,male
χαιτιδης δημητριου ευγενιος,2004-03-07,2007-08-18,νεα δημοκρατια,σερρων,male
χαλβατζης εμμανουηλ σπυριδων,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
χαλβατζης εμμανουηλ σπυριδων,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
χαλβατζης εμμανουηλ σπυριδων,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
χαλβατζης εμμανουηλ σπυριδων,2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,β' αθηνων,male
χαλκιας ευαγγελου αθανασιος,2023-06-25,2023-11-13,σπαρτιατες,α' αθηνων,male
χαλκιδης γεωργιου μιχαηλ,2000-04-09,2004-02-11,νεα δημοκρατια,ημαθιας,male
χαλκιδης γεωργιου μιχαηλ,2004-03-07,2007-08-18,νεα δημοκρατια,ημαθιας,male
χαλκιδης γεωργιου μιχαηλ,2007-09-16,2009-09-07,νεα δημοκρατια,ημαθιας,male
χαλκιδης γεωργιου μιχαηλ,2009-10-04,2012-04-11,νεα δημοκρατια,ημαθιας,male
χανταβας αριστοτελη αθανασιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,γρεβενων,male
χαρακιδης μιχαηλ κυριακος,2015-01-25,2015-08-28,το ποταμι,δραμας,male
χαρακοπουλος παντελη μαξιμος,2004-03-07,2007-08-18,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2007-09-16,2009-09-07,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2009-10-04,2012-04-11,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2012-05-06,2012-05-19,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2012-06-17,2014-12-31,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2015-01-25,2015-08-28,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2015-09-20,2019-06-11,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2019-07-07,2023-04-22,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2023-05-21,2023-05-29,νεα δημοκρατια,λαρισας,male
χαρακοπουλος παντελη μαξιμος,2023-06-25,2023-11-13,νεα δημοκρατια,λαρισας,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων,male
βαρβιτσιωτης μιλτιαδη ιωαννης,2000-04-09,2004-02-11,νεα δημοκρατια,επικρατειας,male
χαραλαμπιδου δημητριου δεσποινα,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,female
χαραλαμπιδου δημητριου δεσποινα,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,female
χαραλαμπιδου δημητριου δεσποινα,2015-08-21,2015-08-28,λαικη ενοτητα,α' θεσσαλονικης,female
χαραλαμπιδου δημητριου δεσποινα,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης,female
χαραλαμποπουλος γεωργιου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
χαραλαμποπουλος γεωργιου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
χαραλαμποπουλος γεωργιου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
χαραλαμποπουλος γεωργιου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
χαραλαμποπουλος γεωργιου ιωαννης,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων,male
