member_name,member_start_date,member_end_date,political_party,administrative_region
ιατριδη ιωαννη τσαμπικα (μικα),2012-06-17,2014-06-02,ανεξαρτητοι ελληνες - πανος καμμενος,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2019-07-07,2023-04-22,νεα δημοκρατια,δωδεκανησου
ιατριδη ιωαννη τσαμπικα (μικα),2023-05-21,2023-05-29,νεα δημοκρατια,δωδεκανησου
ιατροπουλου ιωαννη αικατερινη,1991-10-07,1993-09-11,οικολογοι εναλλακτικοι (ομοσπονδια οικολογικων εναλλακτικων οργανωσεων),β' πειραιως
ιγγλεζη θεοδωρου αικατερινη,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγγλεζη θεοδωρου αικατερινη,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγγλεζη θεοδωρου αικατερινη,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
ιγγλεζη θεοδωρου αικατερινη,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,χαλκιδικης
αλεξοπουλος ιωαννη αποστολος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
ιγνατιαδης γεωργιου θεοδωρος,2011-06-21,2012-04-11,κομμουνιστικο κομμα ελλαδας,β' θεσσαλονικης
ιντζες γεωργιου αναστασιος,1996-09-22,2000-03-14,δημοκρατικο κοινωνικο κινημα,α' θεσσαλονικης
ιντζες χαραλαμπους βασιλειος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,σερρων
ιωαννιδης λαζαρου ηλιας,2015-08-21,2015-08-28,λαικη ενοτητα,β' αθηνων
ιωαννιδης λαζαρου ηλιας,2015-01-25,2015-08-20,συνασπισμος ριζοσπαστικης αριστερας,καβαλας
ιωαννιδης δημητριου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2009-10-04,2012-04-11,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2012-05-06,2012-05-19,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης δημητριου ιωαννης,2012-06-17,2014-12-31,νεα δημοκρατια,α' θεσσαλονικης
ιωαννιδης ιωαννη φοιβος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννιδης ιωαννη φοιβος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λασιθιου
ιωαννου ιωαννη βασιλειος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,πρεβεζας
αλεξοπουλος λαμπρου γεωργιος,1996-09-22,2000-03-14,νεα δημοκρατια,αιτωλοακαρνανιας
καβαδελλας γεωργιου δημητριος,2019-05-30,2019-06-11,ανεξαρτητοι (εκτος κομματος),αττικης(υπολοιπο)
καβαδελλας γεωργιου δημητριος,2015-09-20,2019-05-29,ενωση κεντρωων,αττικης
καβαρατζης σταυρου ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,εβρου
καβαρατζης σταυρου ιωαννης,1989-11-05,1990-03-12,νεα δημοκρατια,εβρου
καβαρατζης σταυρου ιωαννης,1993-09-09,1993-09-11,νεα δημοκρατια,εβρου
καβαρατζης σταυρου ιωαννης,1993-10-10,1995-03-22,νεα δημοκρατια,εβρου
καββαδας ιωαννη αθανασιος,2015-09-20,2019-06-11,νεα δημοκρατια,λευκαδας
καββαδας ιωαννη αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,λευκαδας
καββαδας ιωαννη αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,λευκαδας
καββαδας χαριλαου παναγιωτης,1989-06-18,1989-10-12,νεα δημοκρατια,λευκαδας
καββαδια σωκρατη ιωαννετα (αννετα),2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
καββαδια σωκρατη ιωαννετα (αννετα),2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,β' αθηνων
καζακλαρης γεωργιου χρηστος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,πιεριας
καζακλαρης γεωργιου χρηστος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,πιεριας
καζακλαρης γεωργιου χρηστος,1991-01-22,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,πιεριας
καζακος αναστασιου κωνσταντινος,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,επικρατειας
καζακος αναστασιου κωνσταντινος,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,επικρατειας
καζανη νικολαου αικατερινη,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,ευβοιας
αλεξοπουλου κωνσταντινου αναστασια-αικατερινη,2019-07-07,2023-04-22,ελληνικη λυση - κυριακος βελοπουλος,β1' βορειου τομεα αθηνων
καιλη aλεξανδρου ευδοξια-ευα,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
καιλη aλεξανδρου ευδοξια-ευα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
καιριδης κωνσταντινου δημητριος,2019-07-07,2023-04-22,νεα δημοκρατια,β1' βορειου τομεα αθηνων
καιριδης κωνσταντινου δημητριος,2023-05-21,2023-05-29,νεα δημοκρατια,β1' βορειου τομεα αθηνων
καισας δημητριου γεωργιος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,εβρου
καισας δημητριου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,εβρου
καισερλης γεωργιου κωνσταντινος,2000-04-09,2000-11-08,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
καισερλης γεωργιου κωνσταντινος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
κακκαλος κλεομενους νικολαος,1989-06-18,1989-10-12,νεα δημοκρατια,πιεριας
κακκαλος κλεομενους νικολαος,1989-11-05,1990-03-12,νεα δημοκρατια,πιεριας
κακκαλος κλεομενους νικολαος,1990-04-08,1993-09-11,νεα δημοκρατια,πιεριας
κακκαλος κλεομενους νικολαος,1993-10-10,1996-08-24,νεα δημοκρατια,πιεριας
κακκαλος κλεομενους νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,πιεριας
κακλαμανακη-ρηγου συζ.γεωργιου σταυρουλα (ρουλα),1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
κακλαμανης μιχαηλ νικητας,1990-04-08,1993-09-11,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,1993-10-10,1994-05-23,πολιτικη ανοιξη,α' αθηνων
κακλαμανης μιχαηλ νικητας,2000-04-09,2004-02-11,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2004-03-07,2006-12-22,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2012-05-06,2012-05-19,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2014-10-09,2014-12-31,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2014-03-31,2014-10-08,ανεξαρτητοι (εκτος κομματος),α' αθηνων
κακλαμανης μιχαηλ νικητας,2012-06-17,2014-03-30,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2015-01-25,2015-08-28,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2015-09-20,2019-06-11,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2019-07-07,2023-04-22,νεα δημοκρατια,α' αθηνων
κακλαμανης μιχαηλ νικητας,2023-05-21,2023-05-29,νεα δημοκρατια,α' αθηνων
κακλαμανης χρηστου αποστολος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
κακλαμανης χρηστου αποστολος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
αλεξοπουλου μιχαηλ χριστινα,2019-07-07,2023-04-22,νεα δημοκρατια,αχαιας
