member_name,member_start_date,member_end_date,political_party,administrative_region
μπιτσανης ευαγγελου ηλιας,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,μεσσηνιας
μπλετσας κωνσταντινου στυλιανος,1989-01-01,1989-06-02,νεα δημοκρατια,ροδοπης
μπλουχος δημητριου κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,δραμας
μπογδανος σπυριδωνος κωνσταντινος,2019-07-07,2023-04-22,νεα δημοκρατια,α' αθηνων
μπολαρη βασιλειου μαρια,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων
μπολαρης ηλια μαρκος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,σερρων
μπολαρης ηλια μαρκος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,σερρων
μπολαρης ηλια μαρκος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,σερρων
μπολαρης ηλια μαρκος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,σερρων
μπολαρης ηλια μαρκος,2013-11-06,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,σερρων
μπολαρης ηλια μαρκος,2012-11-07,2013-11-05,ανεξαρτητοι (εκτος κομματος),σερρων
μπολαρης ηλια μαρκος,2012-06-17,2012-11-06,πανελληνιο σοσιαλιστικο κινημα,σερρων
μπολαρης ηλια μαρκος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
μποντζιδης αργυριου χαραλαμπος,1990-04-08,1993-09-11,νεα δημοκρατια,φλωρινας
μποσκου σπυριδωνα μαρια,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,ημαθιας
αποστολακος γεωργιου γρηγοριος,2007-09-16,2009-09-07,νεα δημοκρατια,λακωνιας
αποστολακος γεωργιου γρηγοριος,2009-10-04,2012-04-11,νεα δημοκρατια,λακωνιας
μπουγας δημητριου ιωαννης,2004-03-07,2007-08-18,νεα δημοκρατια,φωκιδας
μπουγας δημητριου ιωαννης,2007-09-16,2009-09-07,νεα δημοκρατια,φωκιδας
μπουγας δημητριου ιωαννης,2019-07-07,2023-04-22,νεα δημοκρατια,φωκιδας
μπουγας δημητριου ιωαννης,2023-05-21,2023-05-29,νεα δημοκρατια,φωκιδας
μπουγας χρηστου γεωργιος,1989-01-01,1989-06-02,νεα δημοκρατια,β' πειραιως
μπουγας χρηστου γεωργιος,1989-06-18,1989-10-12,νεα δημοκρατια,β' πειραιως
μπουγας χρηστου γεωργιος,1989-11-05,1990-03-12,νεα δημοκρατια,β' πειραιως
μπουγας χρηστου γεωργιος,1990-04-08,1993-09-11,νεα δημοκρατια,β' πειραιως
μπουζαλη βασιλειου παρασκευη,2007-09-16,2009-09-07,νεα δημοκρατια,καστοριας
μπουκουρας νικολαου ευσταθιος,2012-05-06,2012-05-19,λαικος συνδεσμος - χρυση αυγη,κορινθιας
μπουκουρας νικολαου ευσταθιος,2014-03-26,2014-12-31,ανεξαρτητοι (εκτος κομματος),κορινθιας
μπουκουρας νικολαου ευσταθιος,2012-06-17,2014-03-25,λαικος συνδεσμος - χρυση αυγη,κορινθιας
μπουκωρος γεωργιου χρηστος,2015-01-25,2015-08-28,νεα δημοκρατια,μαγνησιας
μπουκωρος γεωργιου χρηστος,2015-09-20,2019-06-11,νεα δημοκρατια,μαγνησιας
μπουκωρος γεωργιου χρηστος,2019-07-07,2023-04-22,νεα δημοκρατια,μαγνησιας
μπουκωρος γεωργιου χρηστος,2023-05-21,2023-05-29,νεα δημοκρατια,μαγνησιας
μπουλακης δημητριου λαζαρος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης
μπουλουκος γεωργιου αριστοδημος,1989-01-01,1989-06-02,νεα δημοκρατια,β' αθηνων
μπουλουκος γεωργιου αριστοδημος,1989-06-18,1989-10-12,νεα δημοκρατια,μεσσηνιας
μπουλουκος γεωργιου αριστοδημος,1989-11-05,1990-03-12,νεα δημοκρατια,μεσσηνιας
μπουλουκος γεωργιου διονυσιος,1989-01-01,1989-06-02,νεα δημοκρατια,α' αθηνων
μπουμπας ιωαννη κωνσταντινος,2019-07-07,2023-04-22,ελληνικη λυση - κυριακος βελοπουλος,σερρων
μπουμπας ιωαννη κωνσταντινος,2023-05-21,2023-05-29,ελληνικη λυση - κυριακος βελοπουλος,σερρων
μπουρας κωνσταντινου αθανασιος,2000-04-09,2004-02-11,νεα δημοκρατια,αττικης(υπολοιπο)
μπουρας κωνσταντινου αθανασιος,2004-03-07,2007-08-18,νεα δημοκρατια,αττικης(υπολοιπο)
μπουρας κωνσταντινου αθανασιος,2007-09-16,2009-09-07,νεα δημοκρατια,αττικης(υπολοιπο)
μπουρας κωνσταντινου αθανασιος,2009-10-04,2012-04-11,νεα δημοκρατια,αττικης(υπολοιπο)
μπουρας κωνσταντινου αθανασιος,2012-05-06,2012-05-19,νεα δημοκρατια,αττικης
μπουρας κωνσταντινου αθανασιος,2012-06-17,2014-12-31,νεα δημοκρατια,αττικης
μπουρας κωνσταντινου αθανασιος,2015-01-25,2015-08-28,νεα δημοκρατια,αττικης
μπουρας κωνσταντινου αθανασιος,2015-09-20,2019-06-11,νεα δημοκρατια,αττικης
μπουρας κωνσταντινου αθανασιος,2019-07-07,2023-04-22,νεα δημοκρατια,β' δυτικης αττικης
μπουρας κωνσταντινου αθανασιος,2023-05-21,2023-05-29,νεα δημοκρατια,β' δυτικης αττικης
μπουρδαρα αλκιβιαδη καλλιοπη (κελλυ),1989-06-18,1989-10-12,νεα δημοκρατια,β' αθηνων
μπουρδαρα αλκιβιαδη καλλιοπη (κελλυ),1989-11-05,1990-03-12,νεα δημοκρατια,β' αθηνων
μπουρδαρα αλκιβιαδη καλλιοπη (κελλυ),1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων
μπουρδαρα αλκιβιαδη καλλιοπη (κελλυ),1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
μπουρδαρα γεωργιου καλλιοπη,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
μπουρνους δημητριου ιωαννης,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,λεσβου
μπουρνους δημητριου ιωαννης,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,λεσβου
μπουτας θωμα ευαγγελος,1996-09-22,2000-03-14,κομμουνιστικο κομμα ελλαδας,καρδιτσας
μπουτας θωμα ευαγγελος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,καρδιτσας
μπουτος περικλη ιωαννης,1989-01-01,1989-06-02,νεα δημοκρατια,μεσσηνιας
μπουτος περικλη ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μπουτος περικλη ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
μπουτσικακης ιωαννη χριστοφορος-εμμανουηλ,2019-07-07,2023-04-22,νεα δημοκρατια,α' πειραιως
μπρακατσουλας κωνσταντινου βασιλειος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
μπρακατσουλας κωνσταντινου βασιλειος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
μπρακατσουλας κωνσταντινου βασιλειος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
μπρακατσουλας κωνσταντινου βασιλειος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,καρδιτσας
μπρατακος ιωαννη αγγελος,1989-06-18,1989-10-12,νεα δημοκρατια,επικρατειας
μπρατακος ιωαννη αγγελος,1990-04-08,1993-09-11,νεα δημοκρατια,β' αθηνων
μπρατακος ιωαννη αγγελος,1993-10-10,1996-08-24,νεα δημοκρατια,β' αθηνων
μπρατακος ιωαννη αγγελος,1996-09-22,2000-03-14,νεα δημοκρατια,β' αθηνων
μπριανης κωνσταντινου δημητριος,2014-08-27,2014-12-31,νεα δημοκρατια,φθιωτιδας
μπριλλακης γεωργιου αντωνιος,1989-01-01,1989-06-02,κομμουνιστικο κομμα ελλαδας εσωτερικου,β' αθηνων
μπριλλακης γεωργιου αντωνιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' αθηνων
μυλωνακης αντωνιου αντωνιος,2019-07-07,2023-04-22,ελληνικη λυση - κυριακος βελοπουλος,α' ανατολικης αττικης
μωραιτακης γεωργιου αλεξανδρος,2014-11-18,2014-12-31,νεα δημοκρατια,α' αθηνων
μωραιτης επαμεινωνδα νικολαος,2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας
μωραιτης επαμεινωνδα νικολαος,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας
μωραιτης επαμεινωνδα νικολαος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας
μωραιτης επαμεινωνδα νικολαος,2012-06-17,2014-12-31,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας
μωραιτης επαμεινωνδα νικολαος,2015-01-25,2015-08-28,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας
μωραιτης επαμεινωνδα νικολαος,2015-09-20,2019-06-11,κομμουνιστικο κομμα ελλαδας,αιτωλοακαρνανιας
μωραιτης παναγιωτη γεωργιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων
μωραιτης παναγιωτη γεωργιος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων
μωραιτης παναγιωτη γεωργιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων
μωραιτης παναγιωτη γεωργιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ιωαννινων
μωραιτης χρηστου αθανασιος (θανος),2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας
μωραιτης χρηστου αθανασιος (θανος),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας
μωραιτης χρηστου αθανασιος (θανος),2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας
μωραιτης χρηστου αθανασιος (θανος),2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας
μωραιτης χρηστου αθανασιος (θανος),2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,αιτωλοακαρνανιας
μωραιτης χρηστου αθανασιος (θανος),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,αιτωλοακαρνανιας
αποστολατος σπυριδωνα βαιτσης,2007-09-16,2009-09-07,λαικος ορθοδοξος συναγερμος,α' πειραιως
αποστολατος σπυριδωνα βαιτσης,2009-10-04,2012-04-11,λαικος ορθοδοξος συναγερμος,α' πειραιως
μωραλης ιωαννη πετρος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,σερρων
νακος σταυρου αθανασιος,1993-10-10,1996-08-24,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,1996-09-22,2000-03-14,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,2000-04-09,2004-02-11,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,2004-03-07,2007-08-18,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,2007-09-16,2009-09-07,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,2009-10-04,2012-04-11,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,2012-05-06,2012-05-19,νεα δημοκρατια,μαγνησιας
νακος σταυρου αθανασιος,2012-06-17,2013-03-28,νεα δημοκρατια,μαγνησιας
νανος γεωργιου αποστολος,2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,μαγνησιας
νανος γεωργιου αποστολος,2012-05-06,2012-05-19,κομμουνιστικο κομμα ελλαδας,μαγνησιας
νασης χρηστου κωνσταντινος,1989-01-01,1989-06-02,ανεξαρτητοι (εκτος κομματος),επικρατειας
νασιωκας παναγιωτη εκτορας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας
νασιωκας παναγιωτη εκτορας,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,λαρισας
νασιωκας παναγιωτη εκτορας,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,λαρισας
νασιωκας παναγιωτη εκτορας,2009-10-04,2011-06-16,πανελληνιο σοσιαλιστικο κινημα,λαρισας
νατσινας ιωαννη μαρκος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,κοζανης
νεονακης κωνσταντινου μιχαλης,2002-07-16,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,επικρατειας
νεραντζης δημητριου αναστασιος,1989-11-05,1990-03-12,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,1993-10-10,1996-08-24,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,1996-09-22,2000-03-14,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,2000-04-09,2004-02-11,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,2004-03-07,2007-08-18,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,2007-09-16,2009-09-07,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,2009-10-04,2012-04-11,νεα δημοκρατια,β' πειραιως
νεραντζης δημητριου αναστασιος,2012-06-17,2014-12-31,νεα δημοκρατια,β' πειραιως
νεστωρ ιγνατιου στυλιανος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' θεσσαλονικης
νιανιας γεωργιου δημητριος,1989-01-01,1989-06-02,νεα δημοκρατια,λεσβου
αποστολιδης θωμα λουκας,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας
αποστολιδης θωμα λουκας,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας
αποστολιδης θωμα λουκας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας
αποστολιδης θωμα λουκας,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας
αποστολιδης θωμα λουκας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,βοιωτιας
νικητιαδης νικολαου γεωργιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
νικητιαδης νικολαου γεωργιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,δωδεκανησου
νικητιαδης νικολαου γεωργιος,2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,δωδεκανησου
νικηφορακης γεωργιου στυλιανος,2004-03-07,2007-08-18,νεα δημοκρατια,χανιων
νικηφορακης γεωργιου στυλιανος,2007-09-16,2009-09-07,νεα δημοκρατια,χανιων
νικολαιδης γεωργιου αναστασιος (τασος),2023-05-21,2023-05-29,πασοκ - κινημα αλλαγης,δραμας
νικολαιδης χρηστου ιωαννης,2003-01-08,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,εβρου
νικολαιδου αρισταρχου βαρβαρα (βερα),2005-11-03,2007-08-18,κομμουνιστικο κομμα ελλαδας,β' πειραιως
νικολαιδου αρισταρχου βαρβαρα (βερα),2007-09-16,2009-09-07,κομμουνιστικο κομμα ελλαδας,β' πειραιως
νικολαιδου αρισταρχου βαρβαρα (βερα),2009-10-04,2012-04-11,κομμουνιστικο κομμα ελλαδας,β' πειραιως
νικολακοπουλος θεοδωρου ανδρεας,2019-07-07,2023-04-22,νεα δημοκρατια,ηλειας
νικολακοπουλος θεοδωρου ανδρεας,2023-05-21,2023-05-29,νεα δημοκρατια,ηλειας
νικολοπουλος ιωαννου νικολαος,1989-11-05,1990-03-12,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,1990-04-08,1993-09-11,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,1993-10-10,1996-08-24,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,1996-09-22,2000-03-14,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,2000-04-09,2004-02-11,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,2004-03-07,2007-08-18,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,2009-10-04,2012-04-11,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,2012-05-06,2012-05-19,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,2014-10-07,2014-12-31,ανεξαρτητοι ελληνες - πανος καμμενος,αχαιας
νικολοπουλος ιωαννου νικολαος,2013-11-06,2014-10-06,ανεξαρτητοι δημοκρατικοι βουλευτες,αχαιας
νικολοπουλος ιωαννου νικολαος,2012-08-03,2013-11-05,ανεξαρτητοι (εκτος κομματος),αχαιας
νικολοπουλος ιωαννου νικολαος,2012-06-17,2012-08-02,νεα δημοκρατια,αχαιας
νικολοπουλος ιωαννου νικολαος,2015-01-25,2015-08-28,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,αχαιας
νικολοπουλος ιωαννου νικολαος,2015-11-19,2019-06-11,ανεξαρτητοι (εκτος κομματος),αχαιας
νικολοπουλος ιωαννου νικολαος,2015-09-20,2015-11-18,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,αχαιας
αποστολου δημητριου ευαγγελος,1996-09-22,2000-03-14,συνασπισμος της αριστερας των κινηματων και της οικολογιας,ευβοιας
αποστολου δημητριου ευαγγελος,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας
αποστολου δημητριου ευαγγελος,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας
αποστολου δημητριου ευαγγελος,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας
αποστολου δημητριου ευαγγελος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας
αποστολου δημητριου ευαγγελος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ευβοιας
νικοπουλος βασιλειου αναστασιος,1993-10-10,1996-08-24,πολιτικη ανοιξη,β' θεσσαλονικης
νιωτης δημητριου γρηγοριος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νιωτης δημητριου γρηγοριος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' πειραιως
νοτοπουλου παναγιωτη αικατερινη (κατερινα),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
νοτοπουλου παναγιωτη αικατερινη (κατερινα),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,α' θεσσαλονικης
νταβλουρος περικλη αθανασιος,2012-05-06,2012-05-19,νεα δημοκρατια,αχαιας
νταβλουρος περικλη αθανασιος,2012-06-17,2014-12-31,νεα δημοκρατια,αχαιας
νταβρης χαραλαμπους γεωργιος,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,αχαιας
νταβρης χαραλαμπους γεωργιος,2014-01-22,2014-12-31,ανεξαρτητοι δημοκρατικοι βουλευτες,αχαιας
νταβρης χαραλαμπους γεωργιος,2014-01-13,2014-01-21,ανεξαρτητοι (εκτος κομματος),αχαιας
νταβρης χαραλαμπους γεωργιος,2012-06-17,2014-01-12,ανεξαρτητοι ελληνες - πανος καμμενος,αχαιας
νταλαρα γεωργιου αννα,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ντεγιαννης αθανασιου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' θεσσαλονικης
ντεντιδακης εμμανουηλ αντωνιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,α' πειραιως
ντεντιδακης εμμανουηλ αντωνιος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,α' πειραιως
ντεντιδακης εμμανουηλ αντωνιος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,α' πειραιως
ντεντιδακης εμμανουηλ αντωνιος,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,α' πειραιως
ντερος αθανασιου κωνσταντινος,1989-11-05,1990-03-10,πανελληνιο σοσιαλιστικο κινημα,λακωνιας
ντζιμανης δημητριου γεωργιος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,κοζανης
αραβανης ιωαννη γερασιμος,1991-07-16,1993-09-11,κομμουνιστικο κομμα ελλαδας,λευκαδας
αραβανης ιωαννη γερασιμος,1990-04-23,1991-07-15,συνασπισμος της αριστερας των κινηματων και της οικολογιας,λευκαδας
αραβανης ιωαννη γερασιμος,1990-04-08,1990-04-22,ανεξαρτητοι (εκτος κομματος),λευκαδας
αραβανης ιωαννη γερασιμος,1993-10-10,1996-08-24,κομμουνιστικο κομμα ελλαδας,β' πειραιως
ντινοπουλος βασιλειου αργυρης,2007-09-16,2009-09-07,νεα δημοκρατια,β' αθηνων
ντινοπουλος βασιλειου αργυρης,2009-10-04,2012-04-11,νεα δημοκρατια,β' αθηνων
ντινοπουλος βασιλειου αργυρης,2012-05-06,2012-05-19,νεα δημοκρατια,β' αθηνων
ντινοπουλος βασιλειου αργυρης,2012-06-17,2014-12-31,νεα δημοκρατια,β' αθηνων
ντολιος πασχαλη γεωργιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,εβρου
ντολιος πασχαλη γεωργιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,εβρου
ντολιος πασχαλη γεωργιος,2009-10-04,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,εβρου
ντολιος πασχαλη γεωργιος,2012-05-06,2012-05-19,πανελληνιο σοσιαλιστικο κινημα,εβρου
ντολιος πασχαλη γεωργιος,2012-06-17,2014-12-31,πανελληνιο σοσιαλιστικο κινημα,εβρου
ντουκακης ιωαννη μανουσος,2012-02-20,2012-04-11,λαικος ορθοδοξος συναγερμος,β' αθηνων
ντουσκας γεωργιου δημητριος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,πρεβεζας
ντουτσος στυλιανου ανδρεας,1993-10-10,1996-01-17,πανελληνιο σοσιαλιστικο κινημα,αργολιδος
νυφουδης σταυρου νικολαος,2019-05-07,2019-06-11,το ποταμι,β' θεσσαλονικης
νυφουδης σταυρου νικολαος,2019-05-06,2019-05-06,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης
ξανθοπουλος δημητριου αθανασιος,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,χαλκιδικης
ξανθοπουλος σαββα θεοφιλος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,δραμας
ξανθοπουλος σαββα θεοφιλος,2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,δραμας
ξανθος γεωργιου ανδρεας,2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,ρεθυμνης
ξανθος γεωργιου ανδρεας,2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,ρεθυμνης
ξανθος γεωργιου ανδρεας,2015-01-25,2015-08-28,συνασπισμος ριζοσπαστικης αριστερας,ρεθυμνης
ξανθος γεωργιου ανδρεας,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,ρεθυμνης
ξανθος γεωργιου ανδρεας,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,ρεθυμνης
ξαρχακος λεωνιδα σταυρος,1989-06-18,1989-10-12,νεα δημοκρατια,α' αθηνων
ξαρχακος λεωνιδα σταυρος,1989-11-05,1990-01-12,νεα δημοκρατια,α' αθηνων
αραμπατζη αθανασιου φωτεινη,2012-05-06,2012-05-19,νεα δημοκρατια,σερρων
αραμπατζη αθανασιου φωτεινη,2012-06-17,2014-12-31,νεα δημοκρατια,σερρων
αραμπατζη αθανασιου φωτεινη,2015-01-25,2015-08-28,νεα δημοκρατια,σερρων
αραμπατζη αθανασιου φωτεινη,2015-09-20,2019-06-11,νεα δημοκρατια,σερρων
αραμπατζη αθανασιου φωτεινη,2019-07-07,2023-04-22,νεα δημοκρατια,σερρων
ξαρχας λαζαρου αθανασιος,1989-01-01,1989-06-02,νεα δημοκρατια,φθιωτιδας
ξαρχας λαζαρου αθανασιος,1989-06-18,1989-10-12,νεα δημοκρατια,φθιωτιδας
ξαρχας λαζαρου αθανασιος,1989-11-05,1990-03-12,νεα δημοκρατια,φθιωτιδας
ξαρχας λαζαρου αθανασιος,1990-04-08,1993-09-11,νεα δημοκρατια,φθιωτιδας
ξενογιαννακοπουλου διονυσιου μαρια ελιζα (μαριλιζα),2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ξενογιαννακοπουλου διονυσιου μαρια ελιζα (μαριλιζα),2012-02-12,2012-04-11,ανεξαρτητοι (εκτος κομματος),β' αθηνων
ξενογιαννακοπουλου διονυσιου μαρια ελιζα (μαριλιζα),2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,β' αθηνων
ξενογιαννακοπουλου διονυσιου μαρια ελιζα (μαριλιζα),2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,β1' βορειου τομεα αθηνων
ξενογιαννακοπουλου διονυσιου μαρια ελιζα (μαριλιζα),2023-05-21,2023-05-29,συριζα - προοδευτικη συμμαχια,β1' βορειου τομεα αθηνων
ξηροτυρη-αικατεριναρη γεωργιου ασημινα,2000-04-09,2004-02-11,συνασπισμος της αριστερας των κινηματων και της οικολογιας,α' θεσσαλονικης
ξηροτυρη-αικατεριναρη γεωργιου ασημινα,2004-03-07,2007-08-18,συνασπισμος ριζοσπαστικης αριστερας,α' θεσσαλονικης
ξηροτυρη-αικατεριναρη γεωργιου ασημινα,2012-05-06,2012-05-19,δημοκρατικη αριστερα,α' θεσσαλονικης
ξηροτυρη-αικατεριναρη γεωργιου ασημινα,2012-06-17,2014-12-31,δημοκρατικη αριστερα,α' θεσσαλονικης
ξουλιδου ιωαννη σταυρουλα,2012-05-06,2012-05-19,ανεξαρτητοι ελληνες - πανος καμμενος,β' θεσσαλονικης
